Time	a	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]	Adopters[eu,p1]	Adopters[eu,p2]	Adopters[sp,p1]	Adopters[sp,p2]	Adoption Fraction[eu,p1]	Adoption Fraction[eu,p2]	Adoption Fraction[sp,p1]	Adoption Fraction[sp,p2]	Adoption from Advertising[eu,p1]	Adoption from Advertising[eu,p2]	Adoption from Advertising[sp,p1]	Adoption from Advertising[sp,p2]	Adoption from Word of Mouth[eu,p1]	Adoption from Word of Mouth[eu,p2]	Adoption from Word of Mouth[sp,p1]	Adoption from Word of Mouth[sp,p2]	Adoption Rate[eu,p1]	Adoption Rate[eu,p2]	Adoption Rate[sp,p1]	Adoption Rate[sp,p2]	af ref	alpha	beta	c	Combined adopter fraction[eu]	Combined adopter fraction[sp]	Competitive Effort[p1]	Competitive Effort[p2]	Cumulative Adopters[eu,p1]	Cumulative Adopters[eu,p2]	Data per User[p1]	Data per User[p2]	Data Rate from Switchers[p1]	Data Rate from Switchers[p2]	Data REF	Discard Fraction[eu,p1]	Discard Fraction[eu,p2]	Discard Fraction[sp,p1]	Discard Fraction[sp,p2]	Discard Rate[eu,p1]	Discard Rate[eu,p2]	Discard Rate[sp,p1]	Discard Rate[sp,p2]	Expenses[p1]	Expenses[p2]	F0	FINAL TIME	gamma	gamma'	Indicated Switchers[eu,p1,p1]	Indicated Switchers[eu,p1,p2]	Indicated Switchers[eu,p2,p1]	Indicated Switchers[eu,p2,p2]	Indicated Switchers[sp,p1,p1]	Indicated Switchers[sp,p1,p2]	Indicated Switchers[sp,p2,p1]	Indicated Switchers[sp,p2,p2]	Initial Adopters	INITIAL TIME	M ref	MS Gap[eu,p1]	MS Gap[eu,p2]	N	p ref	Potential Adopters[eu]	Potential Adopters[sp]	Q0	qe	Quality[p1]	Quality[p2]	ra	re	Ref Data per User	Resource Accumulation[p1]	Resource Accumulation[p2]	Resource Depletion[p1,dres]	Resource Depletion[p1,fres]	Resource Depletion[p2,dres]	Resource Depletion[p2,fres]	Resources[p1,dres]	Resources[p1,fres]	Resources[p2,dres]	Resources[p2,fres]	SAVEPER	SWITCH DISCARDS	Switch Fraction[eu,p1,p1]	Switch Fraction[eu,p1,p2]	Switch Fraction[eu,p2,p1]	Switch Fraction[eu,p2,p2]	Switch Fraction[sp,p1,p1]	Switch Fraction[sp,p1,p2]	Switch Fraction[sp,p2,p1]	Switch Fraction[sp,p2,p2]	SWITCH FULL CE	SWITCH OPEN	SWITCH SP SWITCHERS	SWITCH USER DATA VALUE	Switcher Net Inflow[eu,p1,p1]	Switcher Net Inflow[eu,p1,p2]	Switcher Net Inflow[eu,p2,p1]	Switcher Net Inflow[eu,p2,p2]	Switcher Net Inflow[sp,p1,p1]	Switcher Net Inflow[sp,p1,p2]	Switcher Net Inflow[sp,p2,p1]	Switcher Net Inflow[sp,p2,p2]	Switchers[eu,p1,p1]	Switchers[eu,p1,p2]	Switchers[eu,p2,p1]	Switchers[eu,p2,p2]	Switchers[sp,p1,p1]	Switchers[sp,p1,p2]	Switchers[sp,p2,p1]	Switchers[sp,p2,p2]	Switching Rate[eu,p1]	Switching Rate[eu,p2]	Switching Rate[sp,p1]	Switching Rate[sp,p2]	T	T ref	T0[p1]	T0[p2]	tau	tau'	theta	TIME STEP	V ref	Value to Adopters[eu,p1,p1]	Value to Adopters[eu,p1,p2]	Value to Adopters[eu,p2,p1]	Value to Adopters[eu,p2,p2]	Value to Adopters[sp,p1,p1]	Value to Adopters[sp,p1,p2]	Value to Adopters[sp,p2,p1]	Value to Adopters[sp,p2,p2]	Value to Non Adopters[eu,p1]	Value to Non Adopters[eu,p2]	Value to Non Adopters[sp,p1]	Value to Non Adopters[sp,p2]
0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	5	0	5	0	0.5	0.7	4	5	0	0	1	1	0	0	0	0	0	0	250	1	1	1	1	0	0	0	0	500	500	1000	20	0.7	1	0	0	0	0	0	0	0	0	0	0	0.2	-0.2	-0.2	1000	1	1000	1000	1	0	1	1	1	0	0.25	0	0	0	0	0	0	0	500	0	500	0.0625	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.25	0	0.125	1	1	0	0.0625	3	0	0	0	0	0	0	0	0	0	0	0	0
0.0625		0.0003125	0	0.0003125	0.0003125	0.3125	0	0.3125	0	0.000950907	0.000950907	0.000951812	0	4.99844	0	4.99844	0	0.00148533	0	0.00148674	0	4.99992	0	4.99992	0					0.0003125	0.0003125	1	1	0.3125	0	0	0	0	0	250	0.996204	0.996204	0.998098	0.998098	0.311314	0	0.311906	0	468.75	468.75					0	0.000297158	0	0	0	0	0	0				-0.2	-0.2			999.688	999.688			1	1			0.25	0.3125	0	0	0	0	0	0	468.75	0	468.75	0.0625		0	0.000950907	0.000950907	0	0	0	0.000951812	0					0	-0.000297158	0.000297158	0	0	0	0	0	0	0.000297158	0	0	0	0	0	0	-0.000297158	0.000297158	0	0										0.00571631	0.00571631	0.00571631	0.00571631	0.00571631	0	0.00571631	0	0.00571631	0.00571631	0.00571631	0
0.125		0.00060552	1.85724e-008	0.000605501	0.000605501	0.605519	1.85724e-005	0.605501	0	0.00150917	0.00150917	0.00151148	1.04742e-006	4.99697	4.99697	4.99697	4.99697	0.00456638	1.40059e-007	0.00457324	0	5.00154	4.99697	5.00155	4.99697					0.000605538	0.000605501	1	1	0.624995	1.85724e-005	0.0312502	0	0	0	250	0.993608	0.993981	0.99698	0.99698	0.601649	1.84606e-005	0.603672	0	439.473	439.453					0	0.000913658	2.80289e-008	0	0	6.34213e-007	0	0				-0.19998	-0.2			999.394	999.394			1	1			0.25	0.605519	1.85724e-005	0	0	0	0	0.0195313	439.473	0	439.453	0.0625		0	0.00150888	0.00150917	0	0	1.04742e-006	0.00151148	0					0	-0.000913658	0.000913658	0	0	0	0	0	0	0.000913658	0	0	0	0	0	0	-0.000913658	0.000913658	0	0										0.0102177	0.00908242	0.00908242	0.00908242	0.00908261	6.29403e-006	0.00908261	6.29403e-006	0.00908242	0.00908242	0.00908261	6.29403e-006
0.1875		0.000880455	0.000312385	0.00119268	0.00119268	0.880455	0.312385	0.880368	0.312311	0.00250964	0.00242097	0.00203324	0.000949633	4.99404	4.99404	4.99404	4.99404	0.0110349	0.00377687	0.00893933	0.00148113	5.00507	4.99781	5.00298	4.99552					0.00119284	0.00119268	1	1	0.937591	0.312386	0.0611953	3.71583e-006	0	0	250	0.988978	0.990187	0.994052	0.994052	0.870751	0.30932	0.875132	0.310453	412.043	411.987					0	0.00213025	0.000783974	0	0	0.000836027	0.000635003	0				-0.199944	-0.2			998.807	998.807			1.03662	1			0.25	0.880455	0.312385	0	0	0	0	0.0573762	412.043	1.16078e-006	411.987	0.0625		0	0.00241949	0.00250964	0	0	0.000949633	0.00203324	0					0	-0.00134628	0.00134628	0	0	-0.000201024	0.000201024	0	0	0.00213025	0.000783974	0	0	0.000836027	0.000635003	0	-0.00134628	0.00134628	-0.000201024	0.000201024										0.0188366	0.0145978	0.0151324	0.014598	0.0122359	0.00571484	0.0122359	0.00571484	0.0151324	0.0145978	0.0122359	0.00571484
0.25		0.00113877	0.0006055	0.00174349	0.00174349	1.13877	0.6055	1.13835	0.60514	0.00349819	0.00315269	0.00260294	0.00150757	4.99128	4.99128	4.99128	4.99128	0.0198834	0.00952812	0.0147894	0.0045535	5.01116	5.00081	5.00607	4.99584					0.00174427	0.00174349	1	1	1.25041	0.624834	0.0898944	0.0312487	0	0	250	0.984326	0.986014	0.991813	0.991813	1.12092	0.597032	1.12903	0.600185	386.346	386.258					0	0.00358566	0.00211732	0	0	0.00171614	0.00157514	0				-0.199892	-0.19998			998.256	998.257			1.10963	1.00004			0.25	1.13877	0.6055	0	0	0	0	0.112405	386.346	0.0195252	386.258	0.0625		0	0.00314873	0.00349682	0	0	0.00150757	0.00260294	0					0	-0.00146834	0.00146834	0	0	-0.000140991	0.000140991	0	0	0.00358566	0.00211732	0	0	0.00171614	0.00157514	0	-0.00146834	0.00146834	-0.000140991	0.000140991										0.0287275	0.0190428	0.0211297	0.021423	0.0156821	0.00908275	0.0156821	0.00908275	0.0211297	0.0190428	0.0156821	0.00908275
0.3125		0.00138181	0.000880828	0.00226053	0.00226053	1.38181	0.880828	1.38065	0.879877	0.00460152	0.00389568	0.00327093	0.00202051	4.98869	4.98869	4.9887	4.9887	0.0317203	0.0171183	0.022529	0.00886892	5.02041	5.00581	5.01123	4.99757					0.00226264	0.00226053	1	1	1.56361	0.937476	0.117407	0.0611952	0	0	250	0.978953	0.981293	0.989473	0.989473	1.35273	0.86435	1.36612	0.870614	362.27	362.154					0	0.0053715	0.00404928	0	0	0.00278963	0.00287801	0				-0.199828	-0.199944			997.737	997.739			1.21924	1.03222			0.25	1.38181	0.880828	0	0	0	0	0.183578	362.27	0.057369	362.154	0.0625		0	0.00388728	0.00459713	0	0	0.00202051	0.00327093	0					0	-0.00132222	0.00132222	0	0	8.83845e-005	-8.83845e-005	0	0	0.0053715	0.00404928	0	0	0.00278963	0.00287801	0	-0.00132222	0.00132222	8.83845e-005	-8.83845e-005										0.0409228	0.0235744	0.0278457	0.0293449	0.0197299	0.0121876	0.0197299	0.0121876	0.0278457	0.0235744	0.0197299	0.0121876
0.375		0.00161096	0.00113975	0.00274628	0.00274628	1.61096	1.13975	1.60848	1.13781	0.00588722	0.00473171	0.00406905	0.00256689	4.98625	4.98625	4.98627	4.98627	0.04729	0.0268907	0.032635	0.014563	5.03354	5.01314	5.0189	5.00083					0.00275071	0.00274628	1	1	1.87738	1.25042	0.143786	0.0899063	0	0	250	0.972469	0.9757	0.986816	0.986816	1.56661	1.11206	1.58727	1.1228	339.715	339.575					0	0.00759687	0.00669857	0	0	0.00412879	0.00462979	0				-0.199752	-0.199892			997.249	997.254			1.36413	1.09638			0.25	1.61096	1.13975	0	0	0	0	0.269941	339.715	0.112421	339.575	0.0625		0	0.00471574	0.00587722	0	0	0.00256689	0.00406905	0					0	-0.0008983	0.0008983	0	0	0.000501001	-0.000501001	0	0	0.00759687	0.00669857	0	0	0.00412879	0.00462979	0	-0.0008983	0.0008983	0.000501001	-0.000501001										0.0562365	0.0286949	0.0357025	0.0390144	0.0245774	0.0155043	0.0245774	0.0155043	0.0357025	0.0286949	0.0245774	0.0155043
0.4375		0.00182759	0.00138363	0.00320314	0.00320314	1.82759	1.38363	1.82299	1.38015	0.0073935	0.00571852	0.00501665	0.00319334	4.98394	4.98394	4.98398	4.98398	0.0673444	0.0394344	0.04558	0.0219659	5.05129	5.02338	5.02956	5.00595					0.00321121	0.00320314	1	1	2.19198	1.5638	0.169083	0.117442	0	0	250	0.964593	0.968977	0.983714	0.983714	1.76288	1.3407	1.7933	1.35767	318.583	318.423					0	0.0103991	0.0102024	0	0	0.00582142	0.00692374	0				-0.199667	-0.199828			996.789	996.797			1.54209	1.19273			0.25	1.82759	1.38363	0	0	0	0	0.370626	318.583	0.183655	318.423	0.0625		0	0.00569007	0.00737369	0	0	0.00319334	0.00501665	0					0	-0.000196678	0.000196678	0	0	0.00110232	-0.00110232	0	0	0.0103991	0.0102024	0	0	0.00582142	0.00692374	0	-0.000196678	0.000196678	0.00110232	-0.00110232										0.0753518	0.034767	0.0449504	0.0510994	0.0303491	0.0193187	0.0303491	0.0193187	0.0449504	0.034767	0.0303491	0.0193187
0.5		0.0020331	0.0016138	0.00363342	0.00363342	2.0331	1.6138	2.02532	1.6081	0.00913944	0.00689264	0.00612408	0.00392908	4.98177	4.98177	4.98183	4.98183	0.0925683	0.055414	0.0617909	0.031477	5.07433	5.03718	5.04362	5.01331					0.00364691	0.00363342	1	1	2.50768	1.87777	0.193346	0.143858	0	0	250	0.955152	0.960939	0.980094	0.980094	1.94192	1.55077	1.985	1.57609	298.786	298.608					0	0.0139151	0.014691	0	0	0.00795766	0.00984814	0				-0.199574	-0.199752			996.353	996.367			1.75044	1.32012			0.25	2.0331	1.6138	0	0	0	0	0.48485	298.786	0.270132	298.608	0.0625		0	0.00684426	0.00910334	0	0	0.00392908	0.00612408	0					0	0.000775929	-0.000775929	0	0	0.00189048	-0.00189048	0	0	0.0139151	0.014691	0	0	0.00795766	0.00984814	0	0.000775929	-0.000775929	0.00189048	-0.00189048										0.0988309	0.0420297	0.0557301	0.0662148	0.0371176	0.0238139	0.0371176	0.0238139	0.0557301	0.0420297	0.0371176	0.0238139
0.5625		0.00222893	0.00183166	0.00403941	0.00403941	2.22893	1.83166	2.2166	1.82281	0.0111307	0.0082747	0.00739523	0.00479188	4.9797	4.9797	4.9798	4.9798	0.123544	0.0754743	0.0816303	0.0434969	5.10324	5.05517	5.06143	5.0233					0.00406058	0.00403941	1	1	2.82488	2.1926	0.216618	0.169203	0	0	250	0.944065	0.951474	0.975919	0.975919	2.10425	1.74277	2.16323	1.77891	280.239	280.046					0	0.0182675	0.0202741	0	0	0.0106217	0.0134801	0				-0.199473	-0.199667			995.939	995.961			1.98628	1.47663			0.25	2.22893	1.83166	0	0	0	0	0.611919	280.239	0.370995	280.046	0.0625		0	0.00819566	0.0110687	0	0	0.00479188	0.00739523	0					0	0.00200654	-0.00200654	0	0	0.00285838	-0.00285838	0	0	0.0182675	0.0202741	0	0	0.0106217	0.0134801	0	0.00200654	-0.00200654	0.00285838	-0.00285838										0.127117	0.0506307	0.0681057	0.0848983	0.0449188	0.029106	0.0449188	0.029106	0.0681057	0.0506307	0.0449188	0.029106
0.625		0.00241649	0.00203856	0.00442332	0.00442332	2.41649	2.03856	2.39792	2.0254	0.0133632	0.00987338	0.0088294	0.00579138	4.97772	4.97772	4.97788	4.97788	0.160741	0.100189	0.105393	0.0583899	5.13847	5.07791	5.08328	5.03627					0.00445504	0.00442332	1	1	3.14396	2.50854	0.238943	0.193528	0	0	250	0.931332	0.940531	0.97118	0.97118	2.25055	1.91733	2.32881	1.96703	262.863	262.657					0	0.023558	0.0270351	0	0	0.0138873	0.0178831	0				-0.199367	-0.199573			995.545	995.577			2.24662	1.6599			0.25	2.41649	2.03856	0	0	0	0	0.751227	262.863	0.485473	262.657	0.0625		0	0.00974886	0.0132619	0	0	0.00579138	0.0088294	0					0	0.00347708	-0.00347708	0	0	0.00399584	-0.00399584	0	0	0.023558	0.0270351	0	0	0.0138873	0.0178831	0	0.00347708	-0.00347708	0.00399584	-0.00399584										0.160543	0.0606496	0.0820869	0.107599	0.0537625	0.0352638	0.0537625	0.0352638	0.0820869	0.0606496	0.0537625	0.0352638
0.6875		0.0025972	0.00223588	0.0047873	0.0047873	2.5972	2.23588	2.57032	2.21698	0.0158264	0.0116884	0.0104228	0.00693137	4.97583	4.97583	4.97606	4.97606	0.204528	0.130038	0.133309	0.0764658	5.18036	5.10587	5.10937	5.05253					0.00483308	0.0047873	1	1	3.46533	2.82591	0.260367	0.21688	0	0	250	0.917023	0.928126	0.965884	0.965884	2.38169	2.07517	2.48263	2.14135	246.585	246.368					0	0.0298649	0.0350306	0	0	0.0178159	0.0231072	0				-0.199255	-0.199472			995.167	995.213			2.52851	1.86741			0.25	2.5972	2.23588	0	0	0	0	0.902258	246.585	0.612883	246.368	0.0625		0	0.0114989	0.0156675	0	0	0.00693137	0.0104228	0					0	0.00516574	-0.00516574	0	0	0.00529136	-0.00529136	0	0	0.0298649	0.0350306	0	0	0.0178159	0.0231072	0	0.00516574	-0.00516574	0.00529136	-0.00529136										0.199339	0.0721147	0.097645	0.134675	0.0636415	0.0423227	0.0636415	0.0423227	0.097645	0.0721147	0.0636415	0.0423227
0.75		0.00277244	0.00242497	0.00513342	0.00513342	2.77244	2.42497	2.73483	2.3986	0.0185049	0.013713	0.0121698	0.00821151	4.97401	4.97401	4.97433	4.97433	0.255185	0.165404	0.165557	0.097975	5.2292	5.13942	5.13989	5.07231					0.00519741	0.00513342	1	1	3.78942	3.14503	0.280935	0.239306	0	0	250	0.901262	0.914321	0.960052	0.960052	2.4987	2.2172	2.62557	2.30278	231.336	231.11					0	0.0372441	0.0442924	0	0	0.022457	0.0291905	0				-0.19914	-0.199366			994.803	994.867			2.82914	2.09653			0.25	2.77244	2.42497	0	0	0	0	1.06458	231.336	0.752625	231.11	0.0625		0	0.0134337	0.0182651	0	0	0.00821151	0.0121698	0					0	0.0070483	-0.0070483	0	0	0.00673348	-0.00673348	0	0	0.0372441	0.0442924	0	0	0.022457	0.0291905	0	0.0070483	-0.0070483	0.00673348	-0.00673348										0.243647	0.0850173	0.114725	0.166398	0.0745381	0.0502941	0.0745381	0.0502941	0.114725	0.0850173	0.0745381	0.0502941
0.8125		0.00294354	0.00260717	0.00546367	0.00546367	2.94354	2.60717	2.89239	2.57127	0.0213807	0.015936	0.0140636	0.00962858	4.97225	4.97225	4.97268	4.97268	0.312928	0.206586	0.202275	0.123112	5.28517	5.17883	5.17496	5.09579					0.00555071	0.00546367	1	1	4.11669	3.46624	0.300693	0.260855	0	0	250	0.88421	0.899223	0.953712	0.953712	2.60271	2.34443	2.75851	2.45226	217.051	216.817					0	0.0457321	0.0548314	0	0	0.0278496	0.0361613	0				-0.19902	-0.199254			994.449	994.536			3.14579	2.3447			0.25	2.94354	2.60717	0	0	0	0	1.23786	217.051	0.904186	216.817	0.0625		0	0.0155365	0.021031	0	0	0.00962858	0.0140636	0					0	0.00909929	-0.00909929	0	0	0.00831167	-0.00831167	0	0	0.0457321	0.0548314	0	0	0.0278496	0.0361613	0	0.00909929	-0.00909929	0.00831167	-0.00831167										0.293535	0.0993224	0.133257	0.202957	0.0864291	0.0591734	0.0864291	0.0591734	0.133257	0.0993224	0.0864291	0.0591734
0.875		0.00311176	0.00278375	0.00577991	0.00577991	3.11176	2.78375	3.04394	2.73598	0.0244346	0.0183431	0.0160969	0.0111775	4.97052	4.97052	4.9711	4.9711	0.377931	0.253808	0.243573	0.152024	5.34845	5.22433	5.21467	5.12312					0.00589551	0.00577991	1	1	4.44758	3.78992	0.319687	0.281572	0	0	250	0.866054	0.882968	0.946899	0.946899	2.69495	2.45796	2.8823	2.59069	203.669	203.429					0	0.0553499	0.0666429	0	0	0.0340238	0.0440406	0				-0.198897	-0.199137			994.104	994.22			3.47598	2.60943			0.25	3.11176	2.78375	0	0	0	0	1.42183	203.669	1.06713	203.429	0.0625		0	0.0177873	0.02394	0	0	0.0111775	0.0160969	0					0	0.0112931	-0.0112931	0	0	0.0100169	-0.0100169	0	0	0.0553499	0.0666429	0	0	0.0340238	0.0440406	0	0.0112931	-0.0112931	0.0100169	-0.0100169										0.349011	0.114977	0.153159	0.244474	0.0992892	0.0689457	0.0992892	0.0689457	0.153159	0.114977	0.0992892	0.0689457
0.9375		0.00327831	0.00295594	0.00608396	0.00608396	3.27831	2.95594	3.19034	2.89363	0.0276466	0.0209185	0.0182625	0.0128523	4.96883	4.96883	4.96958	4.96958	0.450346	0.307241	0.289545	0.184817	5.41917	5.27607	5.25913	5.1544					0.00623425	0.00608396	1	1	4.78256	4.11644	0.33796	0.301503	0	0	250	0.84699	0.865711	0.939648	0.939648	2.7767	2.55899	2.9978	2.71899	191.134	190.889					0	0.0661065	0.079711	0	0	0.041003	0.0528448	0				-0.198772	-0.199017			993.766	993.916			3.81736	2.88835			0.25	3.27831	2.95594	0	0	0	0	1.61632	191.134	1.24112	190.889	0.0625		0	0.0201648	0.0269663	0	0	0.0128523	0.0182625	0					0	0.0136045	-0.0136045	0	0	0.0118418	-0.0118418	0	0	0.0661065	0.079711	0	0	0.041003	0.0528448	0	0.0136045	-0.0136045	0.0118418	-0.0118418										0.410037	0.131917	0.174347	0.291011	0.113094	0.07959	0.113094	0.07959	0.174347	0.131917	0.113094	0.07959
1		0.00344431	0.00312491	0.00637751	0.00637751	3.44431	3.12491	3.33241	3.0451	0.0309977	0.0236455	0.0205536	0.0146461	4.96715	4.96715	4.96811	4.96811	0.530322	0.367024	0.340281	0.221571	5.49748	5.33418	5.30839	5.18968					0.00656922	0.00637751	1	1	5.12211	4.4462	0.355558	0.320693	0	0	250	0.827218	0.84762	0.931994	0.931994	2.8492	2.64874	3.10579	2.83802	179.393	179.143					0	0.0780037	0.0940134	0	0	0.0488067	0.0625877	0				-0.198644	-0.198894			993.431	993.622			4.16781	3.17927			0.25	3.44431	3.12491	0	0	0	0	1.82121	179.393	1.42586	179.143	0.0625		0	0.0226471	0.0300852	0	0	0.0146461	0.0205536	0					0	0.0160097	-0.0160097	0	0	0.013781	-0.013781	0	0	0.0780037	0.0940134	0	0	0.0488067	0.0625877	0	0.0160097	-0.0160097	0.013781	-0.013781										0.476542	0.150074	0.196736	0.342584	0.127821	0.0910825	0.127821	0.0910825	0.196736	0.150074	0.127821	0.0910825
1.0625		0.00361083	0.00329175	0.00666215	0.00666215	3.61083	3.29175	3.47094	3.19122	0.0344693	0.0265077	0.0229637	0.0165522	4.96549	4.96549	4.96669	4.96669	0.618019	0.433273	0.395873	0.262349	5.58351	5.39876	5.36256	5.22904					0.00690258	0.00666215	1	1	5.46671	4.77958	0.372524	0.339187	0	0	250	0.806927	0.828862	0.923973	0.923973	2.91368	2.72841	3.20705	2.9486	168.397	168.142					0	0.091039	0.109525	0	0	0.0574516	0.0732822	0				-0.198513	-0.198768			993.097	993.338			4.5254	3.48014			0.25	3.61083	3.29175	0	0	0	0	2.03648	168.397	1.62117	168.142	0.0625		0	0.0252127	0.0332727	0	0	0.0165522	0.0229637	0					0	0.0184864	-0.0184864	0	0	0.0158306	-0.0158306	0	0	0.091039	0.109525	0	0	0.0574516	0.0732822	0	0.0184864	-0.0184864	0.0158306	-0.0158306										0.548434	0.169374	0.220246	0.399173	0.143451	0.103399	0.143451	0.103399	0.220246	0.169374	0.143451	0.103399
1.125		0.00377885	0.00345749	0.0069394	0.0069394	3.77885	3.45749	3.60664	3.33276	0.0380445	0.0294892	0.0254871	0.018564	4.96382	4.96382	4.9653	4.9653	0.713622	0.506103	0.456425	0.307199	5.67744	5.46992	5.42173	5.2725					0.00723634	0.0069394	1	1	5.81683	5.117	0.388899	0.357026	0	0	250	0.786296	0.809601	0.915615	0.915615	2.9713	2.79919	3.3023	3.05152	158.097	157.839					0	0.105209	0.126223	0	0	0.0669537	0.0849422	0				-0.19838	-0.198639			992.764	993.061			4.88837	3.78908			0.25	3.77885	3.45749	0	0	0	0	2.26216	158.097	1.82691	157.839	0.0625		0	0.0278414	0.0365071	0	0	0.018564	0.0254871	0					0	0.0210142	-0.0210142	0	0	0.0179886	-0.0179886	0	0	0.105209	0.126223	0	0	0.0669537	0.0849422	0	0.0210142	-0.0210142	0.0179886	-0.0179886										0.625608	0.189749	0.244799	0.460732	0.159969	0.116517	0.159969	0.116517	0.244799	0.189749	0.159969	0.116517
1.1875		0.0039493	0.0036231	0.00721068	0.00721068	3.9493	3.6231	3.74023	3.47044	0.0417078	0.0325747	0.0281186	0.0206752	4.96214	4.96214	4.96395	4.96395	0.817346	0.585638	0.522059	0.356173	5.77948	5.54778	5.48601	5.32012					0.0075724	0.00721068	1	1	6.17298	5.45888	0.404721	0.374253	0	0	250	0.765484	0.789988	0.906953	0.906953	3.02313	2.86221	3.39221	3.14753	148.453	148.19					0	0.12051	0.144085	0	0	0.07733	0.097584	0				-0.198245	-0.198508			992.428	992.789			5.25515	4.10439			0.25	3.9493	3.6231	0	0	0	0	2.49834	148.453	2.043	148.19	0.0625		0	0.0305144	0.0397685	0	0	0.0206752	0.0281186	0					0	0.0235748	-0.0235748	0	0	0.020254	-0.020254	0	0	0.12051	0.144085	0	0	0.07733	0.097584	0	0.0235748	-0.0235748	0.020254	-0.020254										0.707955	0.211131	0.270327	0.527198	0.177366	0.130415	0.177366	0.130415	0.270327	0.211131	0.177366	0.130415
1.25		0.00412305	0.00378947	0.00747732	0.00747732	4.12305	3.78947	3.87236	3.60496	0.0454452	0.0357505	0.0308538	0.0228799	4.96044	4.96044	4.96261	4.96261	0.92945	0.672017	0.592918	0.409323	5.88989	5.63245	5.55553	5.37194					0.00791252	0.00747732	1	1	6.53567	5.80561	0.420028	0.390905	0	0	250	0.744633	0.770166	0.898013	0.898013	3.07016	2.91852	3.47743	3.2373	139.421	139.155					0	0.136945	0.163096	0	0	0.0885994	0.111227	0				-0.198108	-0.198375			992.087	992.523			5.62436	4.42452			0.25	4.12305	3.78947	0	0	0	0	2.74517	139.421	2.26944	139.155	0.0625		0	0.0332144	0.0430393	0	0	0.0228799	0.0308538	0					0	0.0261517	-0.0261517	0	0	0.0226275	-0.0226275	0	0	0.136945	0.163096	0	0	0.0885994	0.111227	0	0.0261517	-0.0261517	0.0226275	-0.0226275										0.79537	0.233459	0.296767	0.598499	0.195635	0.145075	0.195635	0.145075	0.296767	0.233459	0.195635	0.145075
1.3125		0.00430091	0.00395746	0.00774062	0.00774062	4.30091	3.95746	4.00366	3.73696	0.0492447	0.0390039	0.0336888	0.0251729	4.95871	4.95871	4.9613	4.9613	1.05024	0.765408	0.669172	0.466711	6.00895	5.72412	5.63047	5.42801					0.00825837	0.00774062	1	1	6.90543	6.15764	0.434855	0.40702	0	0	250	0.723863	0.750257	0.888821	0.888821	3.11327	2.96911	3.55853	3.32149	130.965	130.694					0	0.154517	0.183247	0	0	0.100784	0.125894	0				-0.197969	-0.19824			991.742	992.259			5.99474	4.74809			0.25	4.30091	3.95746	0	0	0	0	3.00286	130.965	2.50629	130.694	0.0625		0	0.0359265	0.0463043	0	0	0.0251729	0.0336888	0					0	0.0287305	-0.0287305	0	0	0.0251102	-0.0251102	0	0	0.154517	0.183247	0	0	0.100784	0.125894	0	0.0287305	-0.0287305	0.0251102	-0.0251102										0.887754	0.256675	0.324067	0.674562	0.214775	0.160484	0.214775	0.160484	0.324067	0.256675	0.214775	0.160484
1.375		0.00448369	0.00412785	0.00800177	0.00800177	4.48369	4.12785	4.13472	3.86705	0.0530958	0.0423238	0.0366205	0.0275494	4.95694	4.95694	4.95999	4.95999	1.18007	0.86601	0.75102	0.528412	6.13702	5.82295	5.71101	5.4884					0.00861154	0.00800177	1	1	7.28278	6.5154	0.449233	0.422634	0	0	250	0.703276	0.730372	0.879399	0.879399	3.15327	3.01487	3.63607	3.40068	123.048	122.773					0	0.173238	0.204537	0	0	0.113909	0.141613	0				-0.197827	-0.198102			991.388	991.998			6.36521	5.07385			0.25	4.48369	4.12785	0	0	0	0	3.27166	123.048	2.75363	122.773	0.0625		0	0.0386375	0.0495504	0	0	0.0275494	0.0366205	0					0	0.0312985	-0.0312985	0	0	0.0277044	-0.0277044	0	0	0.173238	0.204537	0	0	0.113909	0.141613	0	0.0312985	-0.0312985	0.0277044	-0.0277044										0.985021	0.28073	0.352179	0.755314	0.234789	0.17663	0.234789	0.17663	0.352179	0.28073	0.234789	0.17663
1.4375		0.00467213	0.0043014	0.00826194	0.00826194	4.67213	4.3014	4.26614	3.9958	0.0569895	0.0457004	0.0396462	0.030005	4.95513	4.95513	4.95869	4.95869	1.31937	0.97406	0.838693	0.594517	6.2745	5.92919	5.79738	5.55321					0.00897353	0.00826194	1	1	7.6683	6.87933	0.463192	0.437778	0	0	250	0.682954	0.710604	0.869768	0.869768	3.19085	3.05659	3.71055	3.47542	115.638	115.358					0	0.193126	0.226971	0	0	0.128005	0.158418	0				-0.197683	-0.197963			991.026	991.738			6.73481	5.40071			0.25	4.67213	4.3014	0	0	0	0	3.55189	115.638	3.01162	115.358	0.0625		0	0.0413359	0.0527668	0	0	0.030005	0.0396462	0					0	0.0338446	-0.0338446	0	0	0.030413	-0.030413	0	0	0.193126	0.226971	0	0	0.128005	0.158418	0	0.0338446	-0.0338446	0.030413	-0.030413										1.0871	0.305583	0.381069	0.840693	0.255686	0.193508	0.255686	0.193508	0.381069	0.305583	0.255686	0.193508
