Time	Combined adopter fraction[eu]	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]
3.375	0.0217936	0.0117057	0.0100879	0.0142313	0.0142313
3.4375	0.0226731	0.0122009	0.0104722	0.0146485	0.0146485
3.5	0.0236037	0.0127259	0.0108778	0.0150893	0.0150893
3.5625	0.0245898	0.0132834	0.0113064	0.0155561	0.0155561
3.625	0.025636	0.0138762	0.0117597	0.0160512	0.0160512
3.6875	0.0267477	0.0145076	0.0122401	0.0165772	0.0165772
3.75	0.0279307	0.015181	0.0127497	0.017137	0.017137
3.8125	0.0291917	0.0159004	0.0132912	0.0177339	0.0177339
3.875	0.0305378	0.0166703	0.0138675	0.0183716	0.0183716
3.9375	0.0319773	0.0174955	0.0144818	0.0190543	0.0190543
4	0.0335191	0.0183816	0.0151375	0.0197865	0.0197865
4.0625	0.0345696	0.0190329	0.0155367	0.0199608	0.0199608
4.125	0.0356919	0.0197276	0.0159643	0.0201772	0.0201772
4.1875	0.0368933	0.0204704	0.0164229	0.0204383	0.0204383
4.25	0.0381817	0.0212661	0.0169155	0.0207472	0.0207472
4.3125	0.0395658	0.0221205	0.0174453	0.0211076	0.0211076
4.375	0.0410558	0.0230399	0.0180159	0.0215237	0.0215237
4.4375	0.0426628	0.0240315	0.0186313	0.0220002	0.0220002
4.5	0.0443993	0.0251032	0.019296	0.0225428	0.0225428
4.5625	0.0462795	0.0262644	0.0200151	0.0231578	0.0231578
4.625	0.0483194	0.0275252	0.0207942	0.0238528	0.0238528
4.6875	0.0505371	0.0288976	0.0216395	0.0246361	0.0246361
4.75	0.0529532	0.0303948	0.0225584	0.0255177	0.0255177
4.8125	0.0555907	0.0320321	0.0235585	0.026509	0.026509
4.875	0.058476	0.033827	0.024649	0.027623	0.027623
4.9375	0.0616389	0.0357992	0.0258398	0.028875	0.028875
5	0.0651136	0.0379715	0.0271421	0.0302828	0.0302828
5.0625	0.0689384	0.04037	0.0285685	0.0318667	0.0318667
5.125	0.0731574	0.0430244	0.0301331	0.0336508	0.0336508
5.1875	0.0778204	0.0459688	0.0318515	0.0356628	0.0356628
5.25	0.082984	0.0492425	0.0337414	0.0379352	0.0379352
5.3125	0.0887123	0.0528902	0.0358221	0.0405058	0.0405058
5.375	0.095078	0.0569631	0.038115	0.043419	0.043419
5.4375	0.102163	0.0615195	0.0406434	0.0467263	0.0467263
5.5	0.110059	0.0666258	0.043433	0.0504884	0.0504884
5.5625	0.118868	0.0723572	0.0465111	0.0547761	0.0547761
5.625	0.128705	0.0787985	0.0499068	0.0596722	0.0596722
5.6875	0.139695	0.0860445	0.0536503	0.0652732	0.0652732
5.75	0.151973	0.0942003	0.0577724	0.0716917	0.0716917
5.8125	0.165685	0.103381	0.0623034	0.0790587	0.0790587
5.875	0.180984	0.113712	0.0672719	0.0875257	0.0875257
5.9375	0.198028	0.125326	0.0727026	0.097267	0.097267
6	0.216974	0.138359	0.0786149	0.108482	0.108482
6.0625	0.237971	0.152952	0.0850196	0.121397	0.121397
6.125	0.261153	0.169236	0.0919165	0.136265	0.136265
6.1875	0.286625	0.187334	0.0992908	0.153363	0.153363
6.25	0.314455	0.207344	0.107111	0.172992	0.172992
6.3125	0.344658	0.229333	0.115325	0.195462	0.195462
6.375	0.377181	0.25332	0.123861	0.221085	0.221085
6.4375	0.41189	0.279268	0.132622	0.25015	0.25015
6.5	0.448563	0.307069	0.141495	0.282896	0.282896
6.5625	0.486882	0.336536	0.150346	0.31947	0.31947
6.625	0.526434	0.367401	0.159032	0.359888	0.359888
6.6875	0.566723	0.399317	0.167406	0.40398	0.40398
6.75	0.607188	0.431866	0.175322	0.451348	0.451348
6.8125	0.647231	0.464581	0.18265	0.501336	0.501336
6.875	0.686248	0.49697	0.189279	0.553028	0.553028
6.9375	0.723669	0.528546	0.195123	0.605288	0.605288
7	0.75899	0.558861	0.200129	0.656837	0.656837
7.0625	0.791802	0.587532	0.20427	0.70638	0.70638
7.125	0.821811	0.614263	0.207548	0.752735	0.752735
7.1875	0.848844	0.638854	0.20999	0.794958	0.794958
7.25	0.872849	0.661207	0.211642	0.832426	0.832426
7.3125	0.893879	0.681315	0.212564	0.864863	0.864863
7.375	0.912071	0.69925	0.212822	0.892316	0.892316
7.4375	0.927629	0.715141	0.212488	0.915081	0.915081
7.5	0.940795	0.729162	0.211633	0.933627	0.933627
7.5625	0.951831	0.741506	0.210326	0.948505	0.948505
7.625	0.961005	0.752376	0.208629	0.960288	0.960288
7.6875	0.968572	0.761971	0.206601	0.969519	0.969519
7.75	0.974773	0.77048	0.204294	0.976689	0.976689
7.8125	0.979824	0.778072	0.201752	0.982216	0.982216
7.875	0.983917	0.7849	0.199017	0.986453	0.986453
7.9375	0.987217	0.791096	0.196121	0.989685	0.989685
8	0.989867	0.796771	0.193096	0.992142	0.992142
8.0625	0.991987	0.802021	0.189966	0.994005	0.994005
8.125	0.993677	0.806924	0.186753	0.995414	0.995414
8.1875	0.995021	0.811544	0.183477	0.996478	0.996478
8.25	0.996085	0.815934	0.180152	0.997281	0.997281
8.3125	0.996927	0.820135	0.176792	0.997887	0.997887
8.375	0.997591	0.824182	0.173409	0.998345	0.998345
8.4375	0.998113	0.8281	0.170013	0.998692	0.998692
8.5	0.998523	0.831912	0.166611	0.998955	0.998955
8.5625	0.998845	0.835632	0.163213	0.999155	0.999155
8.625	0.999096	0.839274	0.159823	0.999307	0.999307
8.6875	0.999293	0.842846	0.156446	0.999425	0.999425
8.75	0.999446	0.846358	0.153089	0.999515	0.999515
8.8125	0.999566	0.849812	0.149754	0.999586	0.999586
8.875	0.999659	0.853215	0.146444	0.999642	0.999642
8.9375	0.999732	0.856568	0.143164	0.999686	0.999686
9	0.999788	0.859873	0.139915	0.999721	0.999721
9.0625	0.999832	0.863133	0.136699	0.99975	0.99975
9.125	0.999866	0.866347	0.133519	0.999774	0.999774
9.1875	0.999893	0.869516	0.130377	0.999794	0.999794
9.25	0.999913	0.872641	0.127272	0.999811	0.999811
9.3125	0.99993	0.875722	0.124208	0.999825	0.999825
9.375	0.999942	0.878758	0.121184	0.999838	0.999838
9.4375	0.999952	0.88175	0.118202	0.999849	0.999849
9.5	0.99996	0.884697	0.115263	0.999858	0.999858
9.5625	0.999966	0.887599	0.112367	0.999867	0.999867
9.625	0.999971	0.890456	0.109515	0.999875	0.999875
9.6875	0.999975	0.893268	0.106707	0.999882	0.999882
9.75	0.999978	0.896034	0.103944	0.999888	0.999888
9.8125	0.999981	0.898755	0.101226	0.999894	0.999894
9.875	0.999983	0.90143	0.0985528	0.999899	0.999899
9.9375	0.999985	0.904059	0.0959254	0.999904	0.999904
10	0.999986	0.906643	0.0933436	0.999909	0.999909
10.0625	0.999987	0.90918	0.0908075	0.999913	0.999913
10.125	0.999988	0.911671	0.0883172	0.999917	0.999917
10.1875	0.999989	0.914117	0.0858728	0.999921	0.999921
10.25	0.99999	0.916516	0.0834741	0.999924	0.999924
10.3125	0.999991	0.91887	0.0811212	0.999927	0.999927
10.375	0.999991	0.921178	0.0788139	0.99993	0.99993
10.4375	0.999992	0.92344	0.0765522	0.999933	0.999933
10.5	0.999992	0.925657	0.0743359	0.999936	0.999936
10.5625	0.999993	0.927828	0.0721647	0.999938	0.999938
10.625	0.999993	0.929955	0.0700387	0.999941	0.999941
10.6875	0.999994	0.932036	0.0679574	0.999943	0.999943
10.75	0.999994	0.934073	0.0659206	0.999945	0.999945
10.8125	0.999994	0.936066	0.0639282	0.999947	0.999947
10.875	0.999995	0.938015	0.0619797	0.999949	0.999949
10.9375	0.999995	0.93992	0.0600749	0.999951	0.999951
11	0.999995	0.941782	0.0582135	0.999952	0.999952
11.0625	0.999995	0.9436	0.0563951	0.999954	0.999954
11.125	0.999996	0.945377	0.0546192	0.999955	0.999955
11.1875	0.999996	0.94711	0.0528856	0.999957	0.999957
11.25	0.999996	0.948802	0.0511938	0.999958	0.999958
11.3125	0.999996	0.950453	0.0495434	0.99996	0.99996
11.375	0.999996	0.952063	0.0479339	0.999961	0.999961
11.4375	0.999997	0.953632	0.046365	0.999962	0.999962
11.5	0.999997	0.955161	0.044836	0.999963	0.999963
11.5625	0.999997	0.95665	0.0433466	0.999964	0.999964
11.625	0.999997	0.958101	0.0418962	0.999965	0.999965
11.6875	0.999997	0.959513	0.0404843	0.999966	0.999966
11.75	0.999997	0.960887	0.0391103	0.999967	0.999967
11.8125	0.999997	0.962224	0.0377738	0.999968	0.999968
11.875	0.999998	0.963523	0.0364742	0.999969	0.999969
11.9375	0.999998	0.964787	0.0352109	0.99997	0.99997
12	0.999998	0.966014	0.0339833	0.999971	0.999971
12.0625	0.999998	0.967207	0.0327909	0.999971	0.999971
12.125	0.999998	0.968365	0.0316331	0.999972	0.999972
12.1875	0.999998	0.969489	0.0305092	0.999973	0.999973
12.25	0.999998	0.970579	0.0294187	0.999973	0.999973
12.3125	0.999998	0.971637	0.028361	0.999974	0.999974
12.375	0.999998	0.972663	0.0273353	0.999975	0.999975
12.4375	0.999998	0.973657	0.0263412	0.999975	0.999975
12.5	0.999998	0.97462	0.0253779	0.999976	0.999976
12.5625	0.999998	0.975554	0.0244449	0.999977	0.999977
12.625	0.999999	0.976457	0.0235415	0.999977	0.999977
12.6875	0.999999	0.977332	0.0226671	0.999978	0.999978
12.75	0.999999	0.978178	0.021821	0.999978	0.999978
12.8125	0.999999	0.978996	0.0210026	0.999979	0.999979
12.875	0.999999	0.979788	0.0202112	0.999979	0.999979
12.9375	0.999999	0.980552	0.0194463	0.999979	0.999979
13	0.999999	0.981292	0.0187071	0.99998	0.99998
13.0625	0.999999	0.982006	0.0179931	0.99998	0.99998
13.125	0.999999	0.982695	0.0173037	0.999981	0.999981
13.1875	0.999999	0.983361	0.0166381	0.999981	0.999981
13.25	0.999999	0.984003	0.0159958	0.999982	0.999982
13.3125	0.999999	0.984623	0.0153762	0.999982	0.999982
13.375	0.999999	0.98522	0.0147786	0.999982	0.999982
13.4375	0.999999	0.985797	0.0142024	0.999983	0.999983
13.5	0.999999	0.986352	0.0136471	0.999983	0.999983
13.5625	0.999999	0.986887	0.013112	0.999983	0.999983
13.625	0.999999	0.987403	0.0125966	0.999984	0.999984
13.6875	0.999999	0.987899	0.0121002	0.999984	0.999984
13.75	0.999999	0.988377	0.0116224	0.999984	0.999984
13.8125	0.999999	0.988837	0.0111625	0.999985	0.999985
13.875	0.999999	0.989279	0.01072	0.999985	0.999985
13.9375	0.999999	0.989705	0.0102944	0.999985	0.999985
14	0.999999	0.990114	0.00988509	0.999985	0.999985
14.0625	0.999999	0.990508	0.00949157	0.999986	0.999986
14.125	0.999999	0.990886	0.00911334	0.999986	0.999986
14.1875	0.999999	0.99125	0.00874988	0.999986	0.999986
14.25	0.999999	0.991599	0.00840071	0.999986	0.999986
14.3125	0.999999	0.991934	0.00806534	0.999987	0.999987
14.375	0.999999	0.992256	0.00774331	0.999987	0.999987
14.4375	0.999999	0.992565	0.00743413	0.999987	0.999987
14.5	0.999999	0.992862	0.00713738	0.999987	0.999987
14.5625	0.999999	0.993147	0.00685261	0.999987	0.999987
14.625	0.999999	0.99342	0.00657938	0.999988	0.999988
14.6875	1	0.993682	0.00631729	0.999988	0.999988
14.75	1	0.993934	0.00606592	0.999988	0.999988
14.8125	1	0.994175	0.00582489	0.999988	0.999988
14.875	1	0.994406	0.00559379	0.999988	0.999988
14.9375	1	0.994627	0.00537227	0.999989	0.999989
15	1	0.99484	0.00515996	0.999989	0.999989
15.0625	1	0.995043	0.0049565	0.999989	0.999989
15.125	1	0.995238	0.00476156	0.999989	0.999989
15.1875	1	0.995425	0.0045748	0.999989	0.999989
15.25	1	0.995604	0.0043959	0.999989	0.999989
15.3125	1	0.995775	0.00422455	0.99999	0.99999
15.375	1	0.995939	0.00406045	0.99999	0.99999
15.4375	1	0.996096	0.00390331	0.99999	0.99999
15.5	1	0.996247	0.00375284	0.99999	0.99999
15.5625	1	0.996391	0.00360878	0.99999	0.99999
15.625	1	0.996529	0.00347087	0.99999	0.99999
15.6875	1	0.996661	0.00333884	0.99999	0.99999
15.75	1	0.996787	0.00321246	0.999991	0.999991
15.8125	1	0.996908	0.00309149	0.999991	0.999991
15.875	1	0.997024	0.0029757	0.999991	0.999991
15.9375	1	0.997135	0.00286487	0.999991	0.999991
16	1	0.997241	0.0027588	0.999991	0.999991
16.0625	1	0.997342	0.00265728	0.999991	0.999991
16.125	1	0.99744	0.00256011	0.999991	0.999991
16.1875	1	0.997533	0.00246712	0.999991	0.999991
16.25	1	0.997622	0.00237811	0.999992	0.999992
16.3125	1	0.997707	0.00229291	0.999992	0.999992
16.375	1	0.997788	0.00221137	0.999992	0.999992
16.4375	1	0.997866	0.00213331	0.999992	0.999992
16.5	1	0.997941	0.00205859	0.999992	0.999992
16.5625	1	0.998013	0.00198705	0.999992	0.999992
16.625	1	0.998081	0.00191857	0.999992	0.999992
16.6875	1	0.998147	0.00185299	0.999992	0.999992
16.75	1	0.99821	0.0017902	0.999992	0.999992
16.8125	1	0.99827	0.00173007	0.999992	0.999992
16.875	1	0.998327	0.00167248	0.999992	0.999992
16.9375	1	0.998382	0.00161731	0.999993	0.999993
17	1	0.998435	0.00156446	0.999993	0.999993
17.0625	1	0.998486	0.00151382	0.999993	0.999993
17.125	1	0.998535	0.0014653	0.999993	0.999993
17.1875	1	0.998581	0.00141879	0.999993	0.999993
17.25	1	0.998626	0.00137422	0.999993	0.999993
17.3125	1	0.998668	0.00133148	0.999993	0.999993
17.375	1	0.998709	0.0012905	0.999993	0.999993
17.4375	1	0.998749	0.00125119	0.999993	0.999993
17.5	1	0.998786	0.00121349	0.999993	0.999993
17.5625	1	0.998823	0.00117731	0.999993	0.999993
17.625	1	0.998857	0.00114259	0.999993	0.999993
17.6875	1	0.998891	0.00110927	0.999994	0.999994
17.75	1	0.998923	0.00107728	0.999994	0.999994
17.8125	1	0.998953	0.00104655	0.999994	0.999994
17.875	1	0.998983	0.00101704	0.999994	0.999994
17.9375	1	0.999011	0.000988683	0.999994	0.999994
18	1	0.999038	0.000961433	0.999994	0.999994
18.0625	1	0.999065	0.000935238	0.999994	0.999994
18.125	1	0.99909	0.00091005	0.999994	0.999994
18.1875	1	0.999114	0.000885825	0.999994	0.999994
18.25	1	0.999137	0.000862519	0.999994	0.999994
18.3125	1	0.99916	0.000840091	0.999994	0.999994
18.375	1	0.999181	0.000818502	0.999994	0.999994
18.4375	1	0.999202	0.000797714	0.999994	0.999994
18.5	1	0.999222	0.000777691	0.999994	0.999994
18.5625	1	0.999241	0.0007584	0.999994	0.999994
18.625	1	0.99926	0.000739808	0.999994	0.999994
18.6875	1	0.999278	0.000721885	0.999995	0.999995
18.75	1	0.999295	0.0007046	0.999995	0.999995
18.8125	1	0.999312	0.000687927	0.999995	0.999995
18.875	1	0.999328	0.000671838	0.999995	0.999995
18.9375	1	0.999344	0.000656308	0.999995	0.999995
19	1	0.999359	0.000641313	0.999995	0.999995
19.0625	1	0.999373	0.000626829	0.999995	0.999995
19.125	1	0.999387	0.000612836	0.999995	0.999995
19.1875	1	0.999401	0.000599311	0.999995	0.999995
19.25	1	0.999414	0.000586235	0.999995	0.999995
19.3125	1	0.999426	0.000573589	0.999995	0.999995
19.375	1	0.999439	0.000561354	0.999995	0.999995
19.4375	1	0.99945	0.000549515	0.999995	0.999995
19.5	1	0.999462	0.000538053	0.999995	0.999995
19.5625	1	0.999473	0.000526954	0.999995	0.999995
19.625	1	0.999484	0.000516203	0.999995	0.999995
19.6875	1	0.999494	0.000505785	0.999995	0.999995
19.75	1	0.999504	0.000495686	0.999995	0.999995
19.8125	1	0.999514	0.000485895	0.999995	0.999995
19.875	1	0.999524	0.000476398	0.999995	0.999995
19.9375	1	0.999533	0.000467184	0.999995	0.999995
20	1	0.999542	0.000458242	0.999996	0.999996
