Time	a	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]	Adopters[eu,p1]	Adopters[eu,p2]	Adopters[sp,p1]	Adopters[sp,p2]	Adoption Fraction[eu,p1]	Adoption Fraction[eu,p2]	Adoption Fraction[sp,p1]	Adoption Fraction[sp,p2]	Adoption from Advertising[eu,p1]	Adoption from Advertising[eu,p2]	Adoption from Advertising[sp,p1]	Adoption from Advertising[sp,p2]	Adoption from Word of Mouth[eu,p1]	Adoption from Word of Mouth[eu,p2]	Adoption from Word of Mouth[sp,p1]	Adoption from Word of Mouth[sp,p2]	Adoption Rate[eu,p1]	Adoption Rate[eu,p2]	Adoption Rate[sp,p1]	Adoption Rate[sp,p2]	af ref	alpha	beta	c	Combined adopter fraction[eu]	Combined adopter fraction[sp]	Competitive Effort[p1]	Competitive Effort[p2]	Cumulative Adopters[eu,p1]	Cumulative Adopters[eu,p2]	Data per User[p1]	Data per User[p2]	Data Rate from Switchers[p1]	Data Rate from Switchers[p2]	Data REF	Discard Fraction[eu,p1]	Discard Fraction[eu,p2]	Discard Fraction[sp,p1]	Discard Fraction[sp,p2]	Discard Rate[eu,p1]	Discard Rate[eu,p2]	Discard Rate[sp,p1]	Discard Rate[sp,p2]	Expenses[p1]	Expenses[p2]	F0	FINAL TIME	gamma	gamma'	Indicated Switchers[eu,p1,p1]	Indicated Switchers[eu,p1,p2]	Indicated Switchers[eu,p2,p1]	Indicated Switchers[eu,p2,p2]	Indicated Switchers[sp,p1,p1]	Indicated Switchers[sp,p1,p2]	Indicated Switchers[sp,p2,p1]	Indicated Switchers[sp,p2,p2]	Initial Adopters	INITIAL TIME	M ref	MS Gap[eu,p1]	MS Gap[eu,p2]	N	p ref	Potential Adopters[eu]	Potential Adopters[sp]	Q0	qe	Quality[p1]	Quality[p2]	ra	re	Ref Data per User	Resource Accumulation[p1]	Resource Accumulation[p2]	Resource Depletion[p1,dres]	Resource Depletion[p1,fres]	Resource Depletion[p2,dres]	Resource Depletion[p2,fres]	Resources[p1,dres]	Resources[p1,fres]	Resources[p2,dres]	Resources[p2,fres]	SAVEPER	SWITCH DISCARDS	Switch Fraction[eu,p1,p1]	Switch Fraction[eu,p1,p2]	Switch Fraction[eu,p2,p1]	Switch Fraction[eu,p2,p2]	Switch Fraction[sp,p1,p1]	Switch Fraction[sp,p1,p2]	Switch Fraction[sp,p2,p1]	Switch Fraction[sp,p2,p2]	SWITCH FULL CE	SWITCH OPEN	SWITCH SP SWITCHERS	SWITCH USER DATA VALUE	Switcher Net Inflow[eu,p1,p1]	Switcher Net Inflow[eu,p1,p2]	Switcher Net Inflow[eu,p2,p1]	Switcher Net Inflow[eu,p2,p2]	Switcher Net Inflow[sp,p1,p1]	Switcher Net Inflow[sp,p1,p2]	Switcher Net Inflow[sp,p2,p1]	Switcher Net Inflow[sp,p2,p2]	Switchers[eu,p1,p1]	Switchers[eu,p1,p2]	Switchers[eu,p2,p1]	Switchers[eu,p2,p2]	Switchers[sp,p1,p1]	Switchers[sp,p1,p2]	Switchers[sp,p2,p1]	Switchers[sp,p2,p2]	Switching Rate[eu,p1]	Switching Rate[eu,p2]	Switching Rate[sp,p1]	Switching Rate[sp,p2]	T	T ref	T0[p1]	T0[p2]	tau	tau'	theta	TIME STEP	V ref	Value to Adopters[eu,p1,p1]	Value to Adopters[eu,p1,p2]	Value to Adopters[eu,p2,p1]	Value to Adopters[eu,p2,p2]	Value to Adopters[sp,p1,p1]	Value to Adopters[sp,p1,p2]	Value to Adopters[sp,p2,p1]	Value to Adopters[sp,p2,p2]	Value to Non Adopters[eu,p1]	Value to Non Adopters[eu,p2]	Value to Non Adopters[sp,p1]	Value to Non Adopters[sp,p2]
10.375		0.998273	0.00161837	0.992715	0.00554403	998.273	1.61837	992.715	5.54403	0.975389	0.00780747	0.979885	0.00329979	0	0	0	0	0.527451	6.84451e-006	8.46948	0.000159283	0.527451	6.84451e-006	8.46948	0.000159283					0.999892	0.998259	0	1	1034.21	58.7794	4.14654	2.06382	0	0	250	0.000489334	0.00795572	0.00847873	0.00847873	0.488489	0.0128753	8.41696	0.0470063	0	4.26419					0	0.45372	1.48296	0	0	3.27575	5.43251	0				0.782618	-0.195747			0.108339	1.74135			215.495	65.1431			0.25	998.273	1.61837	0	0	0	0	4288.42	4085.72	121.31	4.26419	0.0625		0	0.000454505	0.916329	0	0	0.00329979	0.979885	0					0	1.02924	-1.02924	0	0	2.15676	-2.15676	0	0	0.45372	1.48296	0	0	3.27575	5.43251	0	1.02924	-1.02924	2.15676	-2.15676										6125	2.78784	348.285	25.8022	349.649	1.17745	349.649	1.17745	348.285	2.78784	349.649	1.17745
10.4375		0.99834	0.00155324	0.992853	0.0054063	998.34	1.55324	992.853	5.4063	0.975506	0.00769028	0.97997	0.00321429	0	0	0	0	0.519608	6.37305e-006	8.46967	0.000151271	0.519608	6.37305e-006	8.46967	0.000151271					0.999893	0.998259	0	1	1034.31	58.7794	4.20647	2.06554	0	0	250	0.000482715	0.00796279	0.00847907	0.00847907	0.481914	0.0123681	8.41847	0.0458404	0	4.09883					0	0.440888	1.42467	0	0	3.19132	5.29801	0				0.783597	-0.195912			0.106708	1.741			215.495	65.3037			0.25	998.34	1.55324	0	0	0	0	4350.81	4148.11	121.411	4.09883	0.0625		0	0.000441621	0.917227	0	0	0.00321429	0.97997	0					0	0.983782	-0.983782	0	0	2.1067	-2.1067	0	0	0.440888	1.42467	0	0	3.19132	5.29801	0	0.983782	-0.983782	2.1067	-2.1067										6209.1	2.74593	348.319	25.4333	349.665	1.1469	349.665	1.1469	348.319	2.74593	349.665	1.1469
10.5		0.998404	0.00149098	0.992988	0.00527178	998.404	1.49098	992.988	5.27178	0.975622	0.00757388	0.980053	0.00313107	0	0	0	0	0.511992	5.9356e-006	8.46986	0.000143659	0.511992	5.9356e-006	8.46986	0.000143659					0.999895	0.998259	0	1	1034.41	58.7794	4.26641	2.06719	0	0	250	0.000476273	0.00796987	0.00847941	0.00847941	0.475513	0.0118829	8.41995	0.0447016	0	3.93973					0	0.428439	1.3689	0	0	3.10911	5.16662	0				0.784518	-0.19607			0.105125	1.74066			215.495	65.4583			0.25	998.404	1.49098	0	0	0	0	4413.2	4210.51	121.508	3.93973	0.0625		0	0.000429124	0.918123	0	0	0.00313107	0.980053	0					0	0.940461	-0.940461	0	0	2.05751	-2.05751	0	0	0.428439	1.3689	0	0	3.10911	5.16662	0	0.940461	-0.940461	2.05751	-2.05751										6293.21	2.7043	348.352	25.0656	349.681	1.11716	349.681	1.11716	348.352	2.7043	349.681	1.11716
10.5625		0.998465	0.00143146	0.993119	0.0051404	998.465	1.43146	993.119	5.1404	0.975737	0.00745834	0.980133	0.00305006	0	0	0	0	0.504594	5.52963e-006	8.47005	0.000136429	0.504594	5.52963e-006	8.47005	0.000136429					0.999896	0.99826	0	1	1034.5	58.7794	4.32636	2.06878	0	0	250	0.000469999	0.00797694	0.00847974	0.00847974	0.469278	0.0114186	8.4214	0.0435893	0	3.78668					0	0.416363	1.31553	0	0	3.02908	5.03827	0				0.785386	-0.196222			0.103587	1.74032			215.495	65.6068			0.25	998.465	1.43146	0	0	0	0	4475.6	4272.91	121.602	3.78668	0.0625		0	0.000417004	0.919017	0	0	0.00305006	0.980133	0					0	0.899168	-0.899168	0	0	2.0092	-2.0092	0	0	0.416363	1.31553	0	0	3.02908	5.03827	0	0.899168	-0.899168	2.0092	-2.0092										6377.33	2.66298	348.384	24.6994	349.696	1.08821	349.696	1.08821	348.384	2.66298	349.696	1.08821
10.625		0.998523	0.00137454	0.993248	0.00501211	998.523	1.37454	993.248	5.01211	0.975851	0.0073437	0.980211	0.00297124	0	0	0	0	0.497404	5.15277e-006	8.47024	0.000129562	0.497404	5.15277e-006	8.47024	0.000129562					0.999898	0.99826	0	1	1034.58	58.7794	4.38631	2.0703	0	0	250	0.000463888	0.00798401	0.00848008	0.00848008	0.463203	0.0109744	8.42282	0.0425031	0	3.63948					0	0.404649	1.26445	0	0	2.95118	4.91292	0				0.786203	-0.196369			0.102093	1.74			215.495	65.7497			0.25	998.523	1.37454	0	0	0	0	4538.01	4335.31	121.691	3.63948	0.0625		0	0.000405247	0.919908	0	0	0.00297124	0.980211	0					0	0.859805	-0.859805	0	0	1.96175	-1.96175	0	0	0.404649	1.26445	0	0	2.95118	4.91292	0	0.859805	-0.859805	1.96175	-1.96175										6461.46	2.62198	348.416	24.3351	349.71	1.06005	349.71	1.06005	348.416	2.62198	349.71	1.06005
10.6875		0.998579	0.00132012	0.993373	0.00488685	998.579	1.32012	993.373	4.88685	0.975965	0.00723002	0.980287	0.00289454	0	0	0	0	0.490414	4.80286e-006	8.47043	0.00012304	0.490414	4.80286e-006	8.47043	0.00012304					0.999899	0.99826	0	1	1034.67	58.7794	4.44627	2.07176	0	0	250	0.000457933	0.00799106	0.0084804	0.0084804	0.457282	0.0105492	8.42421	0.0414425	0	3.49792					0	0.393284	1.21556	0	0	2.87536	4.79052	0				0.786973	-0.19651			0.100641	1.73968			215.495	65.8872			0.25	998.579	1.32012	0	0	0	0	4600.42	4397.72	121.777	3.49792	0.0625		0	0.000393844	0.920795	0	0	0.00289454	0.980287	0					0	0.822276	-0.822276	0	0	1.91516	-1.91516	0	0	0.393284	1.21556	0	0	2.87536	4.79052	0	0.822276	-0.822276	1.91516	-1.91516										6545.6	2.58132	348.447	23.9729	349.724	1.03265	349.724	1.03265	348.447	2.58132	349.724	1.03265
10.75		0.998633	0.00126807	0.993496	0.00476457	998.633	1.26807	993.496	4.76457	0.976077	0.00711735	0.980361	0.00281992	0	0	0	0	0.483616	4.47788e-006	8.47062	0.000116849	0.483616	4.47788e-006	8.47062	0.000116849					0.999901	0.998261	0	1	1034.75	58.7794	4.50623	2.07317	0	0	250	0.000452128	0.00799808	0.00848073	0.00848073	0.45151	0.0101421	8.42557	0.040407	0	3.36181					0	0.38226	1.16875	0	0	2.80158	4.671	0				0.787699	-0.196646			0.0992296	1.73937			215.495	66.0193			0.25	998.633	1.26807	0	0	0	0	4662.83	4460.13	121.859	3.36181	0.0625		0	0.000382783	0.921678	0	0	0.00281992	0.980361	0					0	0.786492	-0.786492	0	0	1.86942	-1.86942	0	0	0.38226	1.16875	0	0	2.80158	4.671	0	0.786492	-0.786492	1.86942	-1.86942										6629.74	2.54102	348.477	23.6129	349.737	1.00599	349.737	1.00599	348.477	2.54102	349.737	1.00599
10.8125		0.998684	0.00121828	0.993616	0.00464521	998.684	1.21828	993.616	4.64521	0.976188	0.00700574	0.980433	0.00274733	0	0	0	0	0.477003	4.176e-006	8.47082	0.00011097	0.477003	4.176e-006	8.47082	0.00011097					0.999902	0.998261	0	1	1034.83	58.7794	4.5662	2.07451	0	0	250	0.000446468	0.00800509	0.00848105	0.00848105	0.445881	0.00975244	8.4269	0.0393963	0	3.23095					0	0.371565	1.12393	0	0	2.72979	4.55432	0				0.788382	-0.196776			0.0978566	1.73908			215.495	66.1464			0.25	998.684	1.21828	0	0	0	0	4725.24	4522.55	121.939	3.23095	0.0625		0	0.000372054	0.922556	0	0	0.00274733	0.980433	0					0	0.752367	-0.752367	0	0	1.82453	-1.82453	0	0	0.371565	1.12393	0	0	2.72979	4.55432	0	0.752367	-0.752367	1.82453	-1.82453										6713.9	2.5011	348.506	23.2554	349.75	0.980054	349.75	0.980054	348.506	2.5011	349.75	0.980054
10.875		0.998733	0.00117065	0.993733	0.00452872	998.733	1.17065	993.732	4.52872	0.976298	0.00689521	0.980503	0.00267672	0	0	0	0	0.470568	3.89551e-006	8.47101	0.000105389	0.470568	3.89551e-006	8.47101	0.000105389					0.999904	0.998261	0	1	1034.91	58.7794	4.62617	2.07581	0	0	250	0.000440948	0.00801206	0.00848137	0.00848137	0.440389	0.0093793	8.42821	0.0384098	0	3.10516					0	0.36119	1.08101	0	0	2.65995	4.44043	0				0.789026	-0.196901			0.0965207	1.73879			215.495	66.2685			0.25	998.733	1.17065	0	0	0	0	4787.66	4584.97	122.015	3.10516	0.0625		0	0.000361648	0.923429	0	0	0.00267672	0.980503	0					0	0.719821	-0.719821	0	0	1.78048	-1.78048	0	0	0.36119	1.08101	0	0	2.65995	4.44043	0	0.719821	-0.719821	1.78048	-1.78048										6798.06	2.46157	348.535	22.9005	349.762	0.954832	349.762	0.954832	348.535	2.46157	349.762	0.954832
10.9375		0.99878	0.00112507	0.993846	0.00441505	998.78	1.12507	993.846	4.41505	0.976407	0.00678581	0.980571	0.00260805	0	0	0	0	0.464302	3.63482e-006	8.4712	0.000100092	0.464302	3.63482e-006	8.4712	0.000100092					0.999905	0.998262	0	1	1034.98	58.7794	4.68615	2.07705	0	0	250	0.000435562	0.008019	0.00848168	0.00848168	0.43503	0.00902196	8.42949	0.037447	0	2.98425					0	0.351125	1.0399	0	0	2.59201	4.32927	0				0.789633	-0.197022			0.0952205	1.73851			215.495	66.386			0.25	998.78	1.12507	0	0	0	0	4850.08	4647.39	122.088	2.98425	0.0625		0	0.000351554	0.924297	0	0	0.00260805	0.980571	0					0	0.688777	-0.688777	0	0	1.73727	-1.73727	0	0	0.351125	1.0399	0	0	2.59201	4.32927	0	0.688777	-0.688777	1.73727	-1.73727										6882.23	2.42244	348.563	22.5486	349.773	0.930302	349.773	0.930302	348.563	2.42244	349.773	0.930302
11		0.998825	0.00108146	0.993958	0.00430414	998.825	1.08146	993.958	4.30414	0.976514	0.00667758	0.980637	0.00254127	0	0	0	0	0.458201	3.39249e-006	8.47139	9.5064e-005	0.458201	3.39249e-006	8.47139	9.5064e-005					0.999906	0.998262	0	1	1035.05	58.7794	4.74613	2.07825	0	0	250	0.000430305	0.0080259	0.00848199	0.00848199	0.429799	0.0086797	8.43074	0.0365076	0	2.86805					0	0.341361	1.00052	0	0	2.52592	4.2208	0				0.790204	-0.197138			0.0939546	1.73823			215.495	66.4989			0.25	998.825	1.08146	0	0	0	0	4912.5	4709.81	122.158	2.86805	0.0625		0	0.000341763	0.925158	0	0	0.00254127	0.980637	0					0	0.659162	-0.659162	0	0	1.69488	-1.69488	0	0	0.341361	1.00052	0	0	2.52592	4.2208	0	0.659162	-0.659162	1.69488	-1.69488										6966.41	2.38372	348.59	22.1996	349.784	0.906449	349.784	0.906449	348.59	2.38372	349.784	0.906449
11.0625		0.998868	0.00103972	0.994066	0.00419593	998.868	1.03972	994.066	4.19593	0.976621	0.00657055	0.980702	0.00247634	0	0	0	0	0.452257	3.16716e-006	8.47158	9.02922e-005	0.452257	3.16716e-006	8.47158	9.02922e-005					0.999907	0.998262	0	1	1035.12	58.7794	4.80612	2.0794	0	0	250	0.000425174	0.00803276	0.00848229	0.00848229	0.424692	0.00835183	8.43196	0.0355911	0	2.75639					0	0.331889	0.962796	0	0	2.46164	4.11496	0				0.790743	-0.197249			0.0927218	1.73797			215.495	66.6075			0.25	998.868	1.03972	0	0	0	0	4974.93	4772.24	122.226	2.75639	0.0625		0	0.000332265	0.926013	0	0	0.00247634	0.980702	0					0	0.630907	-0.630907	0	0	1.65331	-1.65331	0	0	0.331889	0.962796	0	0	2.46164	4.11496	0	0.630907	-0.630907	1.65331	-1.65331										7050.6	2.34544	348.617	21.8539	349.795	0.883255	349.795	0.883255	348.617	2.34544	349.795	0.883255
11.125		0.998909	0.000999768	0.994172	0.00409038	998.909	0.999768	994.172	4.09038	0.976726	0.00646474	0.980764	0.0024132	0	0	0	0	0.446466	2.9576e-006	8.47176	8.57638e-005	0.446466	2.9576e-006	8.47176	8.57638e-005					0.999909	0.998262	0	1	1035.19	58.7794	4.86611	2.08051	0	0	250	0.000420163	0.00803957	0.00848259	0.00848259	0.419704	0.0080377	8.43315	0.034697	0	2.6491					0	0.3227	0.926646	0	0	2.39913	4.0117	0				0.791251	-0.197356			0.0915207	1.73771			215.495	66.7119			0.25	998.909	0.999768	0	0	0	0	5037.36	4834.67	122.291	2.6491	0.0625		0	0.000323052	0.926861	0	0	0.0024132	0.980764	0					0	0.603946	-0.603946	0	0	1.61257	-1.61257	0	0	0.3227	0.926646	0	0	2.39913	4.0117	0	0.603946	-0.603946	1.61257	-1.61257										7134.78	2.30759	348.643	21.5114	349.805	0.860704	349.805	0.860704	348.643	2.30759	349.805	0.860704
11.1875		0.998948	0.000961519	0.994275	0.00398743	998.948	0.961519	994.275	3.98743	0.97683	0.00636018	0.980825	0.00235181	0	0	0	0	0.44082	2.76266e-006	8.47195	8.14667e-005	0.44082	2.76266e-006	8.47195	8.14667e-005					0.99991	0.998263	0	1	1035.26	58.7794	4.92611	2.08157	0	0	250	0.000415268	0.00804633	0.00848288	0.00848288	0.414831	0.0077367	8.43432	0.0338249	0	2.54602					0	0.313785	0.892003	0	0	2.33834	3.91097	0				0.791729	-0.197459			0.0903503	1.73746			215.495	66.8123			0.25	998.948	0.961519	0	0	0	0	5099.79	4897.1	122.353	2.54602	0.0625		0	0.000314116	0.927702	0	0	0.00235181	0.980825	0					0	0.578218	-0.578218	0	0	1.57263	-1.57263	0	0	0.313785	0.892003	0	0	2.33834	3.91097	0	0.578218	-0.578218	1.57263	-1.57263										7218.98	2.27019	348.668	21.1724	349.814	0.838779	349.814	0.838779	348.668	2.27019	349.814	0.838779
11.25		0.998986	0.000924897	0.994376	0.00388703	998.986	0.924897	994.376	3.88703	0.976933	0.00625689	0.980884	0.00229212	0	0	0	0	0.435316	2.58126e-006	8.47213	7.73893e-005	0.435316	2.58126e-006	8.47213	7.73893e-005					0.999911	0.998263	0	1	1035.32	58.7794	4.98611	2.08259	0	0	250	0.000410486	0.00805304	0.00848317	0.00848317	0.41007	0.00744824	8.43546	0.0329744	0	2.44699					0	0.305137	0.8588	0	0	2.27923	3.81273	0				0.792181	-0.197558			0.0892094	1.73722			215.495	66.9088			0.25	998.986	0.924897	0	0	0	0	5162.23	4959.53	122.413	2.44699	0.0625		0	0.000305447	0.928536	0	0	0.00229212	0.980884	0					0	0.553663	-0.553663	0	0	1.5335	-1.5335	0	0	0.305137	0.8588	0	0	2.27923	3.81273	0	0.553663	-0.553663	1.5335	-1.5335										7303.18	2.23325	348.693	20.837	349.824	0.817465	349.824	0.817465	348.693	2.23325	349.824	0.817465
11.3125		0.999022	0.000889828	0.994474	0.00378913	999.022	0.889828	994.474	3.78913	0.977034	0.00615489	0.980942	0.0022341	0	0	0	0	0.429947	2.41244e-006	8.47232	7.35205e-005	0.429947	2.41244e-006	8.47232	7.35205e-005					0.999912	0.998263	0	1	1035.38	58.7794	5.04612	2.08358	0	0	250	0.000405812	0.0080597	0.00848346	0.00848346	0.405416	0.00717174	8.43658	0.032145	0	2.35185					0	0.296747	0.826971	0	0	2.22176	3.71692	0				0.792606	-0.197652			0.0880968	1.73698			215.495	67.0015			0.25	999.022	0.889828	0	0	0	0	5224.66	5021.97	122.471	2.35185	0.0625		0	0.000297038	0.929361	0	0	0.0022341	0.980942	0					0	0.530224	-0.530224	0	0	1.49516	-1.49516	0	0	0.296747	0.826971	0	0	2.22176	3.71692	0	0.530224	-0.530224	1.49516	-1.49516										7387.38	2.19677	348.717	20.5053	349.833	0.796746	349.833	0.796746	348.717	2.19677	349.833	0.796746
11.375		0.999057	0.000856241	0.99457	0.00369368	999.057	0.856241	994.57	3.69368	0.977134	0.00605421	0.980998	0.0021777	0	0	0	0	0.42471	2.25528e-006	8.4725	6.98498e-005	0.42471	2.25528e-006	8.4725	6.98498e-005					0.999913	0.998263	0	1	1035.44	58.7794	5.10612	2.08452	0	0	250	0.000401244	0.0080663	0.00848374	0.00848374	0.400865	0.00690669	8.43767	0.0313362	0	2.26048					0	0.288608	0.796457	0	0	2.16587	3.62349	0				0.793007	-0.197743			0.0870117	1.73675			215.495	67.0907			0.25	999.057	0.856241	0	0	0	0	5287.1	5084.41	122.527	2.26048	0.0625		0	0.00028888	0.930179	0	0	0.0021777	0.980998	0					0	0.507849	-0.507849	0	0	1.45762	-1.45762	0	0	0.288608	0.796457	0	0	2.16587	3.62349	0	0.507849	-0.507849	1.45762	-1.45762										7471.59	2.16075	348.74	20.1773	349.841	0.776606	349.841	0.776606	348.74	2.16075	349.841	0.776606
11.4375		0.99909	0.000824068	0.994663	0.00360063	999.09	0.824068	994.663	3.60063	0.977233	0.00595484	0.981052	0.00212287	0	0	0	0	0.419598	2.10894e-006	8.47267	6.63673e-005	0.419598	2.10894e-006	8.47267	6.63673e-005					0.999914	0.998263	0	1	1035.5	58.7794	5.16614	2.08543	0	0	250	0.000396777	0.00807284	0.00848401	0.00848401	0.396416	0.00665257	8.43873	0.0305478	0	2.17271					0	0.280712	0.767198	0	0	2.11154	3.5324	0				0.793385	-0.197831			0.0859529	1.73653			215.495	67.1765			0.25	999.09	0.824068	0	0	0	0	5349.54	5146.85	122.58	2.17271	0.0625		0	0.000280967	0.930988	0	0	0.00212287	0.981052	0					0	0.486486	-0.486486	0	0	1.42086	-1.42086	0	0	0.280712	0.767198	0	0	2.11154	3.5324	0	0.486486	-0.486486	1.42086	-1.42086										7555.8	2.12522	348.763	19.8532	349.849	0.757029	349.849	0.757029	348.763	2.12522	349.849	0.757029
11.5		0.999122	0.000793247	0.994754	0.00350992	999.122	0.793247	994.754	3.50992	0.977331	0.00585682	0.981105	0.00206958	0	0	0	0	0.414609	1.97264e-006	8.47285	6.30634e-005	0.414609	1.97264e-006	8.47285	6.30634e-005					0.999915	0.998264	0	1	1035.56	58.7794	5.22615	2.08631	0	0	250	0.000392408	0.00807931	0.00848428	0.00848428	0.392063	0.00640889	8.43977	0.0297791	0	2.08842					0	0.273051	0.739138	0	0	2.05872	3.4436	0				0.793742	-0.197915			0.0849197	1.73631			215.495	67.259			0.25	999.122	0.793247	0	0	0	0	5411.98	5209.29	122.632	2.08842	0.0625		0	0.000273291	0.931788	0	0	0.00206958	0.981105	0					0	0.466088	-0.466088	0	0	1.38488	-1.38488	0	0	0.273051	0.739138	0	0	2.05872	3.4436	0	0.466088	-0.466088	1.38488	-1.38488										7640.02	2.09016	348.786	19.533	349.857	0.738001	349.857	0.738001	348.786	2.09016	349.857	0.738001
11.5625		0.999152	0.000763717	0.994842	0.00342151	999.152	0.763717	994.842	3.42151	0.977427	0.00576014	0.981156	0.00201778	0	0	0	0	0.409737	1.84567e-006	8.47302	5.99289e-005	0.409737	1.84567e-006	8.47302	5.99289e-005					0.999916	0.998264	0	1	1035.61	58.7794	5.28617	2.08715	0	0	250	0.000388134	0.00808572	0.00848455	0.00848455	0.387805	0.0061752	8.44079	0.0290299	0	2.00747					0	0.265619	0.712227	0	0	2.00737	3.35703	0				0.794078	-0.197996			0.083911	1.7361			215.495	67.3382			0.25	999.152	0.763717	0	0	0	0	5474.43	5271.74	122.682	2.00747	0.0625		0	0.000265844	0.93258	0	0	0.00201778	0.981156	0					0	0.446608	-0.446608	0	0	1.34966	-1.34966	0	0	0.265619	0.712227	0	0	2.00737	3.35703	0	0.446608	-0.446608	1.34966	-1.34966										7724.24	2.05558	348.807	19.2168	349.865	0.719507	349.865	0.719507	348.807	2.05558	349.865	0.719507
11.625		0.999182	0.000735418	0.994929	0.00333534	999.182	0.735418	994.929	3.33534	0.977521	0.00566482	0.981206	0.00196743	0	0	0	0	0.404979	1.72736e-006	8.47319	5.69553e-005	0.404979	1.72736e-006	8.47319	5.69553e-005					0.999917	0.998264	0	1	1035.67	58.7794	5.3462	2.08796	0	0	250	0.000383952	0.00809207	0.0084848	0.0084848	0.383638	0.00595105	8.44178	0.0282997	0	1.92974					0	0.258408	0.686411	0	0	1.95745	3.27266	0				0.794395	-0.198073			0.0829261	1.7359			215.495	67.4145			0.25	999.182	0.735418	0	0	0	0	5536.88	5334.18	122.729	1.92974	0.0625		0	0.000258619	0.933362	0	0	0.00196743	0.981206	0					0	0.428003	-0.428003	0	0	1.3152	-1.3152	0	0	0.258408	0.686411	0	0	1.95745	3.27266	0	0.428003	-0.428003	1.3152	-1.3152										7808.46	2.02149	348.829	18.9047	349.872	0.701533	349.872	0.701533	348.829	2.02149	349.872	0.701533
11.6875		0.99921	0.000708296	0.995013	0.00325138	999.21	0.708296	995.013	3.25138	0.977615	0.00557087	0.981254	0.00191849	0	0	0	0	0.40033	1.61708e-006	8.47336	5.41343e-005	0.40033	1.61708e-006	8.47336	5.41343e-005					0.999918	0.998264	0	1	1035.72	58.7794	5.40622	2.08875	0	0	250	0.000379859	0.00809835	0.00848506	0.00848506	0.379559	0.00573602	8.44274	0.0275881	0	1.85509					0	0.251412	0.661644	0	0	1.90893	3.19043	0				0.794694	-0.198148			0.0819642	1.7357			215.495	67.4878			0.25	999.21	0.708296	0	0	0	0	5599.33	5396.63	122.775	1.85509	0.0625		0	0.000251611	0.934136	0	0	0.00191849	0.981254	0					0	0.410232	-0.410232	0	0	1.2815	-1.2815	0	0	0.251412	0.661644	0	0	1.90893	3.19043	0	0.410232	-0.410232	1.2815	-1.2815										7892.68	1.98789	348.849	18.5967	349.879	0.684063	349.879	0.684063	348.849	1.98789	349.879	0.684063
11.75		0.999237	0.000682298	0.995095	0.00316956	999.237	0.682298	995.095	3.16956	0.977707	0.00547828	0.981301	0.00187093	0	0	0	0	0.395788	1.51427e-006	8.47352	5.14581e-005	0.395788	1.51427e-006	8.47352	5.14581e-005					0.999919	0.998264	0	1	1035.77	58.7794	5.46625	2.0895	0	0	250	0.000375852	0.00810455	0.00848531	0.00848531	0.375565	0.00552972	8.44369	0.0268947	0	1.78342					0	0.244624	0.63788	0	0	1.86175	3.11029	0				0.794976	-0.198219			0.0810243	1.73551			215.495	67.5582			0.25	999.237	0.682298	0	0	0	0	5661.78	5459.08	122.819	1.78342	0.0625		0	0.000244811	0.9349	0	0	0.00187093	0.981301	0					0	0.393256	-0.393256	0	0	1.24854	-1.24854	0	0	0.244624	0.63788	0	0	1.86175	3.11029	0	0.393256	-0.393256	1.24854	-1.24854										7976.9	1.95478	348.869	18.2929	349.885	0.667085	349.885	0.667085	348.869	1.95478	349.885	0.667085
11.8125		0.999263	0.000657374	0.995175	0.00308985	999.263	0.657374	995.175	3.08985	0.977797	0.00538707	0.981347	0.0018247	0	0	0	0	0.391348	1.4184e-006	8.47368	4.89193e-005	0.391348	1.4184e-006	8.47368	4.89193e-005					0.99992	0.998265	0	1	1035.82	58.7794	5.52629	2.09022	0	0	250	0.000371929	0.00811069	0.00848555	0.00848555	0.371655	0.00533175	8.44461	0.0262191	0	1.7146					0	0.238039	0.615075	0	0	1.8159	3.03221	0				0.795243	-0.198288			0.080106	1.73532			215.495	67.626			0.25	999.263	0.657374	0	0	0	0	5724.23	5521.54	122.862	1.7146	0.0625		0	0.000238215	0.935655	0	0	0.0018247	0.981347	0					0	0.377036	-0.377036	0	0	1.21631	-1.21631	0	0	0.238039	0.615075	0	0	1.8159	3.03221	0	0.377036	-0.377036	1.21631	-1.21631										8061.13	1.92217	348.889	17.9932	349.892	0.650584	349.892	0.650584	348.889	1.92217	349.892	0.650584
