Time	a	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]	Adopters[eu,p1]	Adopters[eu,p2]	Adopters[sp,p1]	Adopters[sp,p2]	Adoption Fraction[eu,p1]	Adoption Fraction[eu,p2]	Adoption Fraction[sp,p1]	Adoption Fraction[sp,p2]	Adoption from Advertising[eu,p1]	Adoption from Advertising[eu,p2]	Adoption from Advertising[sp,p1]	Adoption from Advertising[sp,p2]	Adoption from Word of Mouth[eu,p1]	Adoption from Word of Mouth[eu,p2]	Adoption from Word of Mouth[sp,p1]	Adoption from Word of Mouth[sp,p2]	Adoption Rate[eu,p1]	Adoption Rate[eu,p2]	Adoption Rate[sp,p1]	Adoption Rate[sp,p2]	af ref	alpha	beta	c	Combined adopter fraction[eu]	Combined adopter fraction[sp]	Competitive Effort[p1]	Competitive Effort[p2]	Cumulative Adopters[eu,p1]	Cumulative Adopters[eu,p2]	Data per User[p1]	Data per User[p2]	Data Rate from Switchers[p1]	Data Rate from Switchers[p2]	Data REF	Discard Fraction[eu,p1]	Discard Fraction[eu,p2]	Discard Fraction[sp,p1]	Discard Fraction[sp,p2]	Discard Rate[eu,p1]	Discard Rate[eu,p2]	Discard Rate[sp,p1]	Discard Rate[sp,p2]	Expenses[p1]	Expenses[p2]	F0	FINAL TIME	gamma	gamma'	Indicated Switchers[eu,p1,p1]	Indicated Switchers[eu,p1,p2]	Indicated Switchers[eu,p2,p1]	Indicated Switchers[eu,p2,p2]	Indicated Switchers[sp,p1,p1]	Indicated Switchers[sp,p1,p2]	Indicated Switchers[sp,p2,p1]	Indicated Switchers[sp,p2,p2]	Initial Adopters	INITIAL TIME	M ref	MS Gap[eu,p1]	MS Gap[eu,p2]	N	p ref	Potential Adopters[eu]	Potential Adopters[sp]	Q0	qe	Quality[p1]	Quality[p2]	ra	re	Ref Data per User	Resource Accumulation[p1]	Resource Accumulation[p2]	Resource Depletion[p1,dres]	Resource Depletion[p1,fres]	Resource Depletion[p2,dres]	Resource Depletion[p2,fres]	Resources[p1,dres]	Resources[p1,fres]	Resources[p2,dres]	Resources[p2,fres]	SAVEPER	SWITCH DISCARDS	Switch Fraction[eu,p1,p1]	Switch Fraction[eu,p1,p2]	Switch Fraction[eu,p2,p1]	Switch Fraction[eu,p2,p2]	Switch Fraction[sp,p1,p1]	Switch Fraction[sp,p1,p2]	Switch Fraction[sp,p2,p1]	Switch Fraction[sp,p2,p2]	SWITCH FULL CE	SWITCH OPEN	SWITCH SP SWITCHERS	SWITCH USER DATA VALUE	Switcher Net Inflow[eu,p1,p1]	Switcher Net Inflow[eu,p1,p2]	Switcher Net Inflow[eu,p2,p1]	Switcher Net Inflow[eu,p2,p2]	Switcher Net Inflow[sp,p1,p1]	Switcher Net Inflow[sp,p1,p2]	Switcher Net Inflow[sp,p2,p1]	Switcher Net Inflow[sp,p2,p2]	Switchers[eu,p1,p1]	Switchers[eu,p1,p2]	Switchers[eu,p2,p1]	Switchers[eu,p2,p2]	Switchers[sp,p1,p1]	Switchers[sp,p1,p2]	Switchers[sp,p2,p1]	Switchers[sp,p2,p2]	Switching Rate[eu,p1]	Switching Rate[eu,p2]	Switching Rate[sp,p1]	Switching Rate[sp,p2]	T	T ref	T0[p1]	T0[p2]	tau	tau'	theta	TIME STEP	V ref	Value to Adopters[eu,p1,p1]	Value to Adopters[eu,p1,p2]	Value to Adopters[eu,p2,p1]	Value to Adopters[eu,p2,p2]	Value to Adopters[sp,p1,p1]	Value to Adopters[sp,p1,p2]	Value to Adopters[sp,p2,p1]	Value to Adopters[sp,p2,p2]	Value to Non Adopters[eu,p1]	Value to Non Adopters[eu,p2]	Value to Non Adopters[sp,p1]	Value to Non Adopters[sp,p2]
4.6875		0.00197451	0.00169561	0.00146412	0.00130674	1.97451	1.69561	1.46412	1.30674	0.0361465	0.0294004	0.0439357	0.0347842	0	0	0	0	0.355548	0.248343	0.320744	0.22664	0.355548	0.248343	0.320744	0.22664					0.00367011	0.00277086	1	1	22.8154	21.4527	0.600475	0.591	0	0	250	0.754085	0.775768	0.854049	0.854049	2.97789	2.6308	2.50086	2.23204	7.32636	7.04994					0	0.106828	0.114615	0	0	0.101857	0.114825	0				-0.196626	-0.196902			996.33	997.229			13.7732	12.1309			0.25	1.97451	1.69561	0	0	0	0	13.7001	7.32636	12.6785	7.04994	0.0625		0	0.0270517	0.0337975	0	0	0.0347842	0.0439357	0					0	0.00778688	-0.00778688	0	0	0.0129684	-0.0129684	0	0	0.106828	0.114615	0	0	0.101857	0.114825	0	0.00778688	-0.00778688	0.0129684	-0.0129684										0.789553	0.188776	0.232092	0.635042	0.286139	0.226539	0.286139	0.226539	0.232092	0.188776	0.286139	0.226539
4.75		0.0018111	0.00154622	0.00132867	0.00118059	1.8111	1.54622	1.32867	1.18059	0.0340593	0.0276208	0.0417224	0.0329021	0	0	0	0	0.307388	0.212822	0.276481	0.193732	0.307388	0.212822	0.276481	0.193732					0.00335731	0.00250926	1	1	22.8381	21.4682	0.605281	0.595509	0	0	250	0.764974	0.786345	0.861115	0.861115	2.77088	2.43172	2.28828	2.03325	6.99187	6.7153					0	0.0924262	0.0988241	0	0	0.0874321	0.0985141	0				-0.196713	-0.19699			996.643	997.491			13.8332	12.1856			0.25	1.8111	1.54622	0	0	0	0	13.8235	6.99187	12.7845	6.7153	0.0625		0	0.0255166	0.0319567	0	0	0.0329021	0.0417224	0					0	0.00639788	-0.00639788	0	0	0.0110819	-0.0110819	0	0	0.0924262	0.0988241	0	0	0.0874321	0.0985141	0	0.00639788	-0.00639788	0.0110819	-0.0110819										0.745083	0.176619	0.217789	0.59733	0.270522	0.213332	0.270522	0.213332	0.217789	0.176619	0.270522	0.213332
4.8125		0.00165753	0.00140714	0.00120363	0.00106493	1.65753	1.40714	1.20363	1.06493	0.0320416	0.0259105	0.0395471	0.0310677	0	0	0	0	0.264735	0.181739	0.23746	0.165049	0.264735	0.181739	0.23746	0.165049					0.00306466	0.00226856	1	1	22.8577	21.4815	0.609714	0.599639	0	0	250	0.775832	0.796828	0.868086	0.868086	2.57193	2.24249	2.0897	1.8489	6.66807	6.39223					0	0.0796689	0.0848975	0	0	0.0747879	0.0842296	0				-0.196805	-0.197081			996.935	997.731			13.8908	12.2379			0.25	1.65753	1.40714	0	0	0	0	13.9367	6.66807	12.8812	6.39223	0.0625		0	0.0240325	0.0301668	0	0	0.0310677	0.0395471	0					0	0.00522858	-0.00522858	0	0	0.00944169	-0.00944169	0	0	0.0796689	0.0848975	0	0	0.0747879	0.0842296	0	0.00522858	-0.00522858	0.00944169	-0.00944169										0.701788	0.165026	0.204076	0.560851	0.255311	0.200569	0.255311	0.200569	0.204076	0.165026	0.255311	0.200569
4.875		0.00151365	0.00127801	0.00108845	0.000959097	1.51365	1.27801	1.08845	0.959097	0.030096	0.0242705	0.0374162	0.0292852	0	0	0	0	0.227139	0.154657	0.203212	0.140149	0.227139	0.154657	0.203212	0.140149					0.00279167	0.00204755	1	1	22.8746	21.4929	0.613793	0.603414	0	0	250	0.786619	0.80718	0.874939	0.874939	2.38134	2.06317	1.90466	1.6783	6.35491	6.08066					0	0.0684189	0.0726692	0	0	0.0637511	0.0717715	0				-0.196901	-0.197176			997.208	997.952			13.946	12.2881			0.25	1.51365	1.27801	0	0	0	0	14.0403	6.35491	12.9691	6.08066	0.0625		0	0.0226006	0.0284306	0	0	0.0292852	0.0374162	0					0	0.00425027	-0.00425027	0	0	0.0080204	-0.0080204	0	0	0.0684189	0.0726692	0	0	0.0637511	0.0717715	0	0.00425027	-0.00425027	0.0080204	-0.0080204										0.659792	0.153995	0.190958	0.525687	0.240541	0.188269	0.240541	0.188269	0.190958	0.153995	0.240541	0.188269
4.9375		0.00137928	0.00115846	0.000982613	0.000862462	1.37928	1.15846	0.982613	0.862462	0.0282249	0.0227018	0.0353355	0.0275581	0	0	0	0	0.194156	0.131162	0.173285	0.11862	0.194156	0.131162	0.173285	0.11862					0.00253775	0.00184507	1	1	22.8891	21.5026	0.617538	0.606857	0	0	250	0.797295	0.817363	0.881656	0.881656	2.19939	1.89377	1.73265	1.52079	6.05233	5.78049					0	0.0585428	0.0619796	0	0	0.0541579	0.0609509	0				-0.197	-0.197272			997.462	998.155			13.9989	12.336			0.25	1.37928	1.15846	0	0	0	0	14.1349	6.05233	13.049	5.78049	0.0625		0	0.0212222	0.0267507	0	0	0.0275581	0.0353355	0					0	0.00343679	-0.00343679	0	0	0.00679304	-0.00679304	0	0	0.0585428	0.0619796	0	0	0.0541579	0.0609509	0	0.00343679	-0.00343679	0.00679304	-0.00679304										0.619202	0.14352	0.178436	0.491903	0.226242	0.176446	0.226242	0.176446	0.178436	0.14352	0.226242	0.176446
5		0.00125417	0.00104809	0.000885577	0.000774401	1.25417	1.04809	0.885577	0.774401	0.0264299	0.0212046	0.0333104	0.0258896	0	0	0	0	0.165356	0.110865	0.14725	0.100078	0.165356	0.110865	0.14725	0.100078					0.00230226	0.00165998	1	1	22.9014	21.5107	0.620969	0.609992	0	0	250	0.807821	0.827344	0.888218	0.888218	2.02629	1.73426	1.57317	1.37567	5.76027	5.49162					0	0.0499116	0.0526762	0	0	0.0458544	0.0515912	0				-0.197102	-0.19737			997.698	998.34			14.0496	12.3817			0.25	1.25417	1.04809	0	0	0	0	14.2211	5.76027	13.1214	5.49162	0.0625		0	0.0198983	0.0251297	0	0	0.0258896	0.0333104	0					0	0.00276454	-0.00276454	0	0	0.00573677	-0.00573677	0	0	0.0499116	0.0526762	0	0	0.0458544	0.0515912	0	0.00276454	-0.00276454	0.00573677	-0.00573677										0.580103	0.133591	0.166511	0.459548	0.212439	0.165112	0.212439	0.165112	0.166511	0.133591	0.212439	0.165112
5.0625		0.00113803	0.000946452	0.000796816	0.000694318	1.13803	0.946452	0.796816	0.694318	0.0247122	0.0197789	0.0313457	0.0242822	0	0	0	0	0.140324	0.0934038	0.124698	0.0841722	0.140324	0.0934038	0.124698	0.0841722					0.00208449	0.00149113	1	1	22.9119	21.5177	0.624106	0.61284	0	0	250	0.81816	0.837093	0.894607	0.894607	1.86219	1.58454	1.42567	1.24228	5.47864	5.2139					0	0.0424023	0.0446147	0	0	0.0386969	0.0435278	0				-0.197205	-0.197469			997.916	998.509			14.098	12.4253			0.25	1.13803	0.946452	0	0	0	0	14.2995	5.47864	13.1869	5.2139	0.0625		0	0.0186296	0.0235694	0	0	0.0242822	0.0313457	0					0	0.0022124	-0.0022124	0	0	0.00483085	-0.00483085	0	0	0.0424023	0.0446147	0	0	0.0386969	0.0435278	0	0.0022124	-0.0022124	0.00483085	-0.00483085										0.542565	0.124199	0.155177	0.428656	0.199153	0.154275	0.199153	0.154275	0.155177	0.124199	0.199153	0.154275
5.125		0.00103056	0.000853118	0.000715807	0.000621634	1.03056	0.853118	0.715807	0.621634	0.0230727	0.0184244	0.0294457	0.0227382	0	0	0	0	0.118664	0.078443	0.105246	0.0705798	0.118664	0.078443	0.105246	0.0705798					0.00188367	0.00133744	1	1	22.9208	21.5235	0.626966	0.615422	0	0	250	0.828278	0.846579	0.900808	0.900808	1.70717	1.44446	1.28961	1.11995	5.20735	4.94718					0	0.0358977	0.0376593	0	0	0.0325524	0.0366089	0				-0.197308	-0.197568			998.116	998.663			14.1442	12.4668			0.25	1.03056	0.853118	0	0	0	0	14.3706	5.20735	13.246	4.94718	0.0625		0	0.0174167	0.0220716	0	0	0.0227382	0.0294457	0					0	0.00176167	-0.00176167	0	0	0.00405652	-0.00405652	0	0	0.0358977	0.0376593	0	0	0.0325524	0.0366089	0	0.00176167	-0.00176167	0.00405652	-0.00405652										0.506639	0.115333	0.144429	0.399245	0.186401	0.143941	0.186401	0.143941	0.144429	0.115333	0.186401	0.143941
5.1875		0.000931384	0.000767631	0.000642038	0.000555795	0.931385	0.767631	0.642038	0.555795	0.0215115	0.0171405	0.0276139	0.0212592	0	0	0	0	0.100007	0.0656761	0.0885395	0.0590081	0.100007	0.0656761	0.0885395	0.0590081					0.00169902	0.00119783	1	1	22.9284	21.5284	0.62957	0.617758	0	0	250	0.838144	0.855778	0.906808	0.906808	1.56127	1.31384	1.16441	1.008	4.9463	4.6913					0	0.030288	0.0316839	0	0	0.0272984	0.0306953	0				-0.197412	-0.197667			998.301	998.802			14.1882	12.5064			0.25	0.931385	0.767631	0	0	0	0	14.435	4.9463	13.2994	4.6913	0.0625		0	0.0162597	0.0206374	0	0	0.0212592	0.0276139	0					0	0.00139591	-0.00139591	0	0	0.00339687	-0.00339687	0	0	0.030288	0.0316839	0	0	0.0272984	0.0306953	0	0.00139591	-0.00139591	0.00339687	-0.00339687										0.472359	0.106978	0.134259	0.371323	0.174197	0.13411	0.174197	0.13411	0.134259	0.106978	0.174197	0.13411
5.25		0.000840143	0.000689534	0.000575008	0.000496271	0.840143	0.689534	0.575008	0.496271	0.0200286	0.015926	0.0258532	0.0198463	0	0	0	0	0.0840058	0.0548236	0.0742493	0.049193	0.0840058	0.0548236	0.0742493	0.049193					0.00152968	0.00107128	1	1	22.9347	21.5325	0.631934	0.619869	0	0	250	0.84773	0.864668	0.912595	0.912595	1.42443	1.19244	1.0495	0.905789	4.69537	4.44607					0	0.0254707	0.0265716	0	0	0.0228236	0.0256604	0				-0.197515	-0.197765			998.47	998.929			14.2302	12.544			0.25	0.840143	0.689534	0	0	0	0	14.4932	4.69537	13.3473	4.44607	0.0625		0	0.0151586	0.0192678	0	0	0.0198463	0.0258532	0					0	0.00110084	-0.00110084	0	0	0.0028368	-0.0028368	0	0	0.0254707	0.0265716	0	0	0.0228236	0.0256604	0	0.00110084	-0.00110084	0.0028368	-0.0028368										0.439745	0.0991198	0.124654	0.344885	0.162548	0.12478	0.162548	0.12478	0.124654	0.0991198	0.162548	0.12478
5.3125		0.000756435	0.000618364	0.000514232	0.000442556	0.756435	0.618364	0.514232	0.442556	0.0186233	0.0147797	0.024166	0.0185002	0	0	0	0	0.0703399	0.0456333	0.0620751	0.0408977	0.0703399	0.0456333	0.0620751	0.0408977					0.0013748	0.000956789	1	1	22.94	21.5359	0.634076	0.621771	0	0	250	0.85701	0.873231	0.91816	0.91816	1.29654	1.07995	0.944294	0.812675	4.45442	4.21129					0	0.0213512	0.0222154	0	0	0.0190268	0.0213896	0				-0.197618	-0.197861			998.625	999.043			14.2702	12.5797			0.25	0.756435	0.618364	0	0	0	0	14.5457	4.45442	13.3904	4.21129	0.0625		0	0.014113	0.017963	0	0	0.0185002	0.024166	0					0	0.000864167	-0.000864167	0	0	0.00236283	-0.00236283	0	0	0.0213512	0.0222154	0	0	0.0190268	0.0213896	0	0.000864167	-0.000864167	0.00236283	-0.00236283										0.408802	0.0917425	0.115601	0.319914	0.151458	0.115948	0.151458	0.115948	0.115601	0.0917425	0.151458	0.115948
5.375		0.000679852	0.000553665	0.000459241	0.000394173	0.679852	0.553665	0.459241	0.394173	0.0172946	0.0136999	0.0225538	0.0172209	0	0	0	0	0.0587163	0.037879	0.0517439	0.0339112	0.0587163	0.037879	0.0517439	0.0339112					0.00123352	0.000853414	1	1	22.9445	21.5388	0.636014	0.623483	0	0	250	0.865963	0.881453	0.923494	0.923494	1.17745	0.97606	0.848212	0.728032	4.22329	3.98673					0	0.0178428	0.0185181	0	0	0.0158171	0.0177801	0				-0.19772	-0.197956			998.766	999.147			14.3082	12.6137			0.25	0.679852	0.553665	0	0	0	0	14.593	4.22329	13.4291	3.98673	0.0625		0	0.0131225	0.0167232	0	0	0.0172209	0.0225538	0					0	0.000675386	-0.000675386	0	0	0.00196301	-0.00196301	0	0	0.0178428	0.0185181	0	0	0.0158171	0.0177801	0	0.000675386	-0.000675386	0.00196301	-0.00196301										0.379521	0.0848287	0.107087	0.296386	0.140928	0.107606	0.140928	0.107606	0.107087	0.0848287	0.140928	0.107606
5.4375		0.000609973	0.000494987	0.000409585	0.000350667	0.609973	0.494987	0.409585	0.350667	0.0160411	0.0126849	0.0210176	0.0160084	0	0	0	0	0.048869	0.0313595	0.0430097	0.0280468	0.048869	0.0313595	0.0430097	0.0280468					0.00110496	0.000760252	1	1	22.9482	21.5412	0.637763	0.625021	0	0	250	0.874573	0.889321	0.928592	0.928592	1.06693	0.880404	0.760674	0.651254	4.00183	3.77216					0	0.0148665	0.0153921	0	0	0.0131136	0.0147404	0				-0.19782	-0.19805			998.895	999.24			14.3444	12.6458			0.25	0.609973	0.494987	0	0	0	0	14.6355	4.00183	13.4637	3.77216	0.0625		0	0.0121862	0.015548	0	0	0.0160084	0.0210176	0					0	0.000525616	-0.000525616	0	0	0.0016268	-0.0016268	0	0	0.0148665	0.0153921	0	0	0.0131136	0.0147404	0	0.000525616	-0.000525616	0.0016268	-0.0016268										0.351884	0.0783602	0.099093	0.274267	0.130954	0.0997434	0.130954	0.0997434	0.099093	0.0783602	0.130954	0.0997434
5.5		0.000546377	0.000441889	0.000364832	0.000311615	0.546377	0.441889	0.364832	0.311615	0.014861	0.0117325	0.0195579	0.0148618	0	0	0	0	0.0405584	0.0258967	0.0356526	0.0231401	0.0405584	0.0258967	0.0356526	0.0231401					0.000988265	0.000676448	1	1	22.9513	21.5431	0.639338	0.6264	0	0	250	0.882826	0.896829	0.933451	0.933451	0.964711	0.792597	0.681106	0.581755	3.78984	3.56734					0	0.0123513	0.0127587	0	0	0.0108441	0.0121891	0				-0.197918	-0.19814			999.012	999.324			14.3787	12.6763			0.25	0.546377	0.441889	0	0	0	0	14.6736	3.78984	13.4946	3.56734	0.0625		0	0.0113029	0.0144366	0	0	0.0148618	0.0195579	0					0	0.000407411	-0.000407411	0	0	0.00134494	-0.00134494	0	0	0.0123513	0.0127587	0	0	0.0108441	0.0121891	0	0.000407411	-0.000407411	0.00134494	-0.00134494										0.325861	0.0723183	0.091602	0.253519	0.12153	0.0923494	0.12153	0.0923494	0.091602	0.0723183	0.12153	0.0923494
5.5625		0.000488643	0.000393944	0.000324575	0.000276618	0.488643	0.393944	0.324575	0.276618	0.0137524	0.0108406	0.0181744	0.0137801	0	0	0	0	0.0335703	0.0213342	0.0294771	0.0190477	0.0335703	0.0213342	0.0294771	0.0190477					0.000882587	0.000601193	1	1	22.9538	21.5447	0.640754	0.627635	0	0	250	0.890711	0.903971	0.93807	0.93807	0.870479	0.712229	0.608949	0.518974	3.58712	3.372					0	0.0102337	0.0105483	0	0	0.00894537	0.0100547	0				-0.198014	-0.198229			999.117	999.399			14.4112	12.7052			0.25	0.488643	0.393944	0	0	0	0	14.7078	3.58712	13.5222	3.372	0.0625		0	0.0104715	0.013388	0	0	0.0137801	0.0181744	0					0	0.000314582	-0.000314582	0	0	0.00110936	-0.00110936	0	0	0.0102337	0.0105483	0	0	0.00894537	0.0100547	0	0.000314582	-0.000314582	0.00110936	-0.00110936										0.301412	0.0666837	0.0845946	0.234096	0.112646	0.0854099	0.112646	0.0854099	0.0845946	0.0666837	0.112646	0.0854099
5.625		0.000436355	0.000350744	0.000288428	0.000245303	0.436355	0.350744	0.288428	0.245303	0.0127129	0.0100069	0.0168665	0.012762	0	0	0	0	0.0277149	0.0175354	0.0243109	0.0156444	0.0277149	0.0175354	0.0243109	0.0156444					0.000787099	0.000533731	1	1	22.9559	21.5461	0.642026	0.628739	0	0	250	0.898223	0.910747	0.942448	0.942448	0.783889	0.638878	0.543656	0.462371	3.39347	3.18587					0	0.00845698	0.00869901	0	0	0.00736181	0.00827482	0				-0.198108	-0.198315			999.213	999.466			14.4421	12.7326			0.25	0.436355	0.350744	0	0	0	0	14.7383	3.39347	13.5469	3.18587	0.0625		0	0.00969048	0.0124008	0	0	0.012762	0.0168665	0					0	0.000242028	-0.000242028	0	0	0.000913017	-0.000913017	0	0	0.00845698	0.00869901	0	0	0.00736181	0.00827482	0	0.000242028	-0.000242028	0.000913017	-0.000913017										0.278493	0.0614369	0.0780507	0.215948	0.104289	0.0789097	0.104289	0.0789097	0.0780507	0.0614369	0.104289	0.0789097
5.6875		0.00038911	0.000311895	0.000256026	0.000217326	0.38911	0.311895	0.256026	0.217326	0.0117401	0.00922873	0.0156331	0.0118057	0	0	0	0	0.022825	0.0143819	0.0200029	0.0128223	0.022825	0.0143819	0.0200029	0.0128223					0.000701005	0.000473351	1	1	22.9577	21.5472	0.643165	0.629724	0	0	250	0.905357	0.917158	0.946588	0.946588	0.704567	0.572114	0.484702	0.411436	3.20865	3.00868					0	0.00697142	0.00715699	0	0	0.00604511	0.00679494	0				-0.198199	-0.198399			999.299	999.527			14.4713	12.7585			0.25	0.38911	0.311895	0	0	0	0	14.7656	3.20865	13.5688	3.00868	0.0625		0	0.00895816	0.0114734	0	0	0.0118057	0.0156331	0					0	0.000185575	-0.000185575	0	0	0.000749836	-0.000749836	0	0	0.00697142	0.00715699	0	0	0.00604511	0.00679494	0	0.000185575	-0.000185575	0.000749836	-0.000749836										0.257051	0.0565583	0.0719494	0.199023	0.0964449	0.0728324	0.0964449	0.0728324	0.0719494	0.0565583	0.0964449	0.0728324
5.75		0.000346512	0.000277025	0.000227029	0.000192365	0.346512	0.277025	0.227029	0.192365	0.0108314	0.00850372	0.0144725	0.0109093	0	0	0	0	0.0187544	0.0117714	0.0164215	0.0104885	0.0187544	0.0117714	0.0164215	0.0104885					0.000623537	0.000419394	1	1	22.9591	21.5481	0.644184	0.630603	0	0	250	0.912115	0.923209	0.950493	0.950493	0.632119	0.511504	0.431579	0.365684	3.03242	2.84013					0	0.00573328	0.00587512	0	0	0.00495346	0.00556804	0				-0.198287	-0.198479			999.376	999.581			14.499	12.7829			0.25	0.346512	0.277025	0	0	0	0	14.7899	3.03242	13.5883	2.84013	0.0625		0	0.00827283	0.010604	0	0	0.0109093	0.0144725	0					0	0.000141839	-0.000141839	0	0	0.000614578	-0.000614578	0	0	0.00573328	0.00587512	0	0	0.00495346	0.00556804	0	0.000141839	-0.000141839	0.000614578	-0.000614578										0.237029	0.0520283	0.0662698	0.183265	0.0890967	0.0671605	0.0890967	0.0671605	0.0662698	0.0520283	0.0890967	0.0671605
5.8125		0.000308186	0.000245783	0.00020112	0.000170127	0.308186	0.245783	0.20112	0.170127	0.00998398	0.00782925	0.013383	0.0100708	0	0	0	0	0.0153761	0.00961614	0.0134529	0.00856339	0.0153761	0.00961614	0.0134529	0.00856339					0.000553969	0.000371247	1	1	22.9603	21.5488	0.645094	0.631385	0	0	250	0.9185	0.928905	0.954167	0.954167	0.566138	0.456618	0.383804	0.32466	2.86456	2.67993					0	0.00470453	0.00481262	0	0	0.00405087	0.00455362	0				-0.198372	-0.198557			999.446	999.629			14.5252	12.806			0.25	0.308186	0.245783	0	0	0	0	14.8116	2.86456	13.6056	2.67993	0.0625		0	0.00763261	0.0097904	0	0	0.0100708	0.013383	0					0	0.000108092	-0.000108092	0	0	0.000502751	-0.000502751	0	0	0.00470453	0.00481262	0	0	0.00405087	0.00455362	0	0.000108092	-0.000108092	0.000502751	-0.000502751										0.218368	0.0478275	0.0609903	0.168618	0.0822264	0.0618759	0.0822264	0.0618759	0.0609903	0.0478275	0.0822264	0.0618759
5.875		0.00027377	0.000217838	0.000178004	0.00015034	0.27377	0.217838	0.178004	0.15034	0.009195	0.0072027	0.0123622	0.00928779	0	0	0	0	0.0125804	0.00784127	0.010999	0.00697933	0.0125804	0.00784127	0.010999	0.00697933					0.000491609	0.000328344	1	1	22.9613	21.5494	0.645905	0.63208	0	0	250	0.924516	0.934256	0.957618	0.957618	0.50621	0.407034	0.34092	0.287936	2.70478	2.5278					0	0.00385225	0.0039344	0	0	0.00330654	0.00371706	0				-0.198455	-0.198632			999.508	999.672			14.5499	12.8279			0.25	0.27377	0.217838	0	0	0	0	14.8308	2.70478	13.6209	2.5278	0.0625		0	0.00703556	0.00903055	0	0	0.00928779	0.0123622	0					0	8.21492e-005	-8.21492e-005	0	0	0.000410524	-0.000410524	0	0	0.00385225	0.0039344	0	0	0.00330654	0.00371706	0	8.21492e-005	-8.21492e-005	0.000410524	-0.000410524										0.201005	0.0439367	0.0560898	0.155023	0.0758145	0.0569599	0.0758145	0.0569599	0.0560898	0.0439367	0.0758145	0.0569599
5.9375		0.000242924	0.000192884	0.00015741	0.000132754	0.242924	0.192884	0.15741	0.132754	0.00846157	0.00662148	0.0114077	0.00855794	0	0	0	0	0.0102731	0.00638309	0.00897584	0.00567887	0.0102731	0.00638309	0.00897584	0.00567887					0.000435807	0.000290164	1	1	22.9621	21.5499	0.646628	0.632697	0	0	250	0.930172	0.93927	0.96085	0.96085	0.451921	0.36234	0.302495	0.255114	2.55284	2.38343					0	0.00314812	0.0032104	0	0	0.00269421	0.00302885	0				-0.198534	-0.198704			999.564	999.71			14.5733	12.8485			0.25	0.242924	0.192884	0	0	0	0	14.8479	2.55284	13.6346	2.38343	0.0625		0	0.00647966	0.00832211	0	0	0.00855794	0.0114077	0					0	6.22771e-005	-6.22771e-005	0	0	0.000334637	-0.000334637	0	0	0.00314812	0.0032104	0	0	0.00269421	0.00302885	0	6.22771e-005	-6.22771e-005	0.000334637	-0.000334637										0.184874	0.0403373	0.0515469	0.142422	0.0698407	0.0523937	0.0698407	0.0523937	0.0515469	0.0403373	0.0698407	0.0523937
6		0.000215324	0.000170633	0.000139086	0.000117144	0.215324	0.170633	0.139086	0.117144	0.00778077	0.006083	0.0105169	0.00787875	0	0	0	0	0.00837371	0.00518779	0.00731191	0.00461355	0.00837371	0.00518779	0.00731191	0.00461355					0.000385957	0.00025623	1	1	22.9627	21.5503	0.647271	0.633245	0	0	250	0.935477	0.94396	0.963873	0.963873	0.402862	0.322141	0.268123	0.225823	2.40847	2.24652					0	0.00256791	0.00261501	0	0	0.00219165	0.00246398	0				-0.198611	-0.198773			999.614	999.744			14.5954	12.8679			0.25	0.215324	0.170633	0	0	0	0	14.8631	2.40847	13.6466	2.24652	0.0625		0	0.00596288	0.0076627	0	0	0.00787875	0.0105169	0					0	4.71049e-005	-4.71049e-005	0	0	0.000272336	-0.000272336	0	0	0.00256791	0.00261501	0	0	0.00219165	0.00246398	0	4.71049e-005	-4.71049e-005	0.000272336	-0.000272336										0.169911	0.0370111	0.0473409	0.13076	0.0642841	0.0481584	0.0642841	0.0481584	0.0473409	0.0370111	0.0642841	0.0481584
6.0625		0.000190672	0.00015082	0.000122802	0.000103301	0.190672	0.15082	0.122802	0.103301	0.00714968	0.00558475	0.00968703	0.0072477	0	0	0	0	0.00681388	0.00421002	0.00594661	0.00374263	0.00681388	0.00421002	0.00594661	0.00374263					0.000341492	0.000226103	1	1	22.9632	21.5506	0.647842	0.63373	0	0	250	0.940442	0.948338	0.966695	0.966695	0.358631	0.286057	0.237425	0.199721	2.2714	2.11677					0	0.00209097	0.00212652	0	0	0.00178007	0.00200136	0				-0.198684	-0.198839			999.659	999.774			14.6163	12.8862			0.25	0.190672	0.15082	0	0	0	0	14.8766	2.2714	13.6573	2.11677	0.0625		0	0.00548316	0.00704987	0	0	0.0072477	0.00968703	0					0	3.55559e-005	-3.55559e-005	0	0	0.000221294	-0.000221294	0	0	0.00209097	0.00212652	0	0	0.00178007	0.00200136	0	3.55559e-005	-3.55559e-005	0.000221294	-0.000221294										0.15605	0.0339407	0.0434514	0.119978	0.0591234	0.0442353	0.0591234	0.0442353	0.0434514	0.0339407	0.0591234	0.0442353
