Time	a	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]	Adopters[eu,p1]	Adopters[eu,p2]	Adopters[sp,p1]	Adopters[sp,p2]	Adoption Fraction[eu,p1]	Adoption Fraction[eu,p2]	Adoption Fraction[sp,p1]	Adoption Fraction[sp,p2]	Adoption from Advertising[eu,p1]	Adoption from Advertising[eu,p2]	Adoption from Advertising[sp,p1]	Adoption from Advertising[sp,p2]	Adoption from Word of Mouth[eu,p1]	Adoption from Word of Mouth[eu,p2]	Adoption from Word of Mouth[sp,p1]	Adoption from Word of Mouth[sp,p2]	Adoption Rate[eu,p1]	Adoption Rate[eu,p2]	Adoption Rate[sp,p1]	Adoption Rate[sp,p2]	af ref	alpha	beta	c	Combined adopter fraction[eu]	Combined adopter fraction[sp]	Competitive Effort[p1]	Competitive Effort[p2]	Cumulative Adopters[eu,p1]	Cumulative Adopters[eu,p2]	Data per User[p1]	Data per User[p2]	Data Rate from Switchers[p1]	Data Rate from Switchers[p2]	Data REF	Discard Fraction[eu,p1]	Discard Fraction[eu,p2]	Discard Fraction[sp,p1]	Discard Fraction[sp,p2]	Discard Rate[eu,p1]	Discard Rate[eu,p2]	Discard Rate[sp,p1]	Discard Rate[sp,p2]	Expenses[p1]	Expenses[p2]	F0	FINAL TIME	gamma	gamma'	Indicated Switchers[eu,p1,p1]	Indicated Switchers[eu,p1,p2]	Indicated Switchers[eu,p2,p1]	Indicated Switchers[eu,p2,p2]	Indicated Switchers[sp,p1,p1]	Indicated Switchers[sp,p1,p2]	Indicated Switchers[sp,p2,p1]	Indicated Switchers[sp,p2,p2]	Initial Adopters	INITIAL TIME	M ref	MS Gap[eu,p1]	MS Gap[eu,p2]	N	p ref	Potential Adopters[eu]	Potential Adopters[sp]	Q0	qe	Quality[p1]	Quality[p2]	ra	re	Ref Data per User	Resource Accumulation[p1]	Resource Accumulation[p2]	Resource Depletion[p1,dres]	Resource Depletion[p1,fres]	Resource Depletion[p2,dres]	Resource Depletion[p2,fres]	Resources[p1,dres]	Resources[p1,fres]	Resources[p2,dres]	Resources[p2,fres]	SAVEPER	SWITCH DISCARDS	Switch Fraction[eu,p1,p1]	Switch Fraction[eu,p1,p2]	Switch Fraction[eu,p2,p1]	Switch Fraction[eu,p2,p2]	Switch Fraction[sp,p1,p1]	Switch Fraction[sp,p1,p2]	Switch Fraction[sp,p2,p1]	Switch Fraction[sp,p2,p2]	SWITCH FULL CE	SWITCH OPEN	SWITCH SP SWITCHERS	SWITCH USER DATA VALUE	Switcher Net Inflow[eu,p1,p1]	Switcher Net Inflow[eu,p1,p2]	Switcher Net Inflow[eu,p2,p1]	Switcher Net Inflow[eu,p2,p2]	Switcher Net Inflow[sp,p1,p1]	Switcher Net Inflow[sp,p1,p2]	Switcher Net Inflow[sp,p2,p1]	Switcher Net Inflow[sp,p2,p2]	Switchers[eu,p1,p1]	Switchers[eu,p1,p2]	Switchers[eu,p2,p1]	Switchers[eu,p2,p2]	Switchers[sp,p1,p1]	Switchers[sp,p1,p2]	Switchers[sp,p2,p1]	Switchers[sp,p2,p2]	Switching Rate[eu,p1]	Switching Rate[eu,p2]	Switching Rate[sp,p1]	Switching Rate[sp,p2]	T	T ref	T0[p1]	T0[p2]	tau	tau'	theta	TIME STEP	V ref	Value to Adopters[eu,p1,p1]	Value to Adopters[eu,p1,p2]	Value to Adopters[eu,p2,p1]	Value to Adopters[eu,p2,p2]	Value to Adopters[sp,p1,p1]	Value to Adopters[sp,p1,p2]	Value to Adopters[sp,p2,p1]	Value to Adopters[sp,p2,p2]	Value to Non Adopters[eu,p1]	Value to Non Adopters[eu,p2]	Value to Non Adopters[sp,p1]	Value to Non Adopters[sp,p2]
0.625		0.00186637	0.00165392	0.00186155	0.00165193	1.86637	1.65392	1.86155	1.65193	0.00712135	0.00491888	0.00713411	0.00492294	4.9824	4.9824	4.98243	4.98243	0.0662213	0.040534	0.0661693	0.040519	5.04862	5.02293	5.0486	5.02295					0.00352029	0.00351349	1	1	3.13269	2.501	0.205628	0.172168	0	0	250	0.965035	0.969714	0.976173	0.976173	3.60222	3.20767	3.6344	3.22515	262.768	262.607					0	0.0182539	0.0234768	0	0	0.0183286	0.0235702	0				-0.199462	-0.199624			996.48	996.487			2.1694	1.62915			0.25	1.86637	1.65392	0	0	0	0	0.644169	262.768	0.430592	262.607	0.0625		0	0.00489024	0.0070973	0	0	0.00492294	0.00713411	0					0	0.00522284	-0.00522284	0	0	0.00524155	-0.00524155	0	0	0.0182539	0.0234768	0	0	0.0183286	0.0235702	0	0.00522284	-0.00522284	0.00524155	-0.00524155										0.0788214	0.029873	0.0432488	0.0504457	0.0433271	0.0298981	0.0433271	0.0298981	0.0432488	0.029873	0.0433271	0.0298981
0.6875		0.00195709	0.00176705	0.00195027	0.00176397	1.95709	1.76705	1.95027	1.76397	0.0081996	0.00574203	0.00821945	0.0057489	4.98138	4.98138	4.98143	4.98143	0.0799381	0.0505434	0.079853	0.0505161	5.06132	5.03192	5.06128	5.03194					0.00372414	0.00371424	1	1	3.44856	2.81493	0.220619	0.189689	0	0	250	0.958815	0.964214	0.972448	0.972448	3.75298	3.40763	3.79307	3.43074	246.462	246.297					0	0.0223139	0.0288525	0	0	0.0224238	0.0289977	0				-0.199379	-0.199544			996.276	996.286			2.42245	1.81991			0.25	1.95709	1.76705	0	0	0	0	0.760817	246.462	0.533962	246.297	0.0625		0	0.00570078	0.00816403	0	0	0.0057489	0.00821945	0					0	0.00653858	-0.00653858	0	0	0.00657396	-0.00657396	0	0	0.0223139	0.0288525	0	0	0.0224238	0.0289977	0	0.00653858	-0.00653858	0.00657396	-0.00657396										0.0939227	0.0349393	0.0498932	0.0614498	0.0500153	0.034982	0.0500153	0.034982	0.0498932	0.0349393	0.0500153	0.034982
0.75		0.00203927	0.00186816	0.00202994	0.00186363	2.03927	1.86816	2.02994	1.86363	0.00934163	0.00663549	0.00937128	0.0066465	4.98046	4.98046	4.98053	4.98053	0.0948785	0.0617386	0.0947454	0.061692	5.07534	5.0422	5.07528	5.04222					0.00390743	0.00389358	1	1	3.7653	3.12942	0.234546	0.205917	0	0	250	0.952122	0.958239	0.96847	0.96847	3.88327	3.58029	3.93187	3.60975	231.18	231.014					0	0.026828	0.0347136	0	0	0.026984	0.0349293	0				-0.199295	-0.199462			996.093	996.106			2.68911	2.0279			0.25	2.03927	1.86816	0	0	0	0	0.883135	231.18	0.644403	231.014	0.0625		0	0.00657785	0.00929085	0	0	0.0066465	0.00937128	0					0	0.00788555	-0.00788555	0	0	0.00794526	-0.00794526	0	0	0.026828	0.0347136	0	0	0.026984	0.0349293	0	0.00788555	-0.00788555	0.00794526	-0.00794526										0.110399	0.0404594	0.0569598	0.0737846	0.057143	0.0405281	0.057143	0.0405281	0.0569598	0.0404594	0.057143	0.0405281
0.8125		0.00211427	0.00195904	0.0021019	0.00195267	2.11427	1.95904	2.1019	1.95267	0.0105374	0.00759149	0.0105802	0.00760836	4.97963	4.97963	4.97973	4.97973	0.110941	0.0740572	0.110742	0.0739818	5.09057	5.05369	5.09047	5.05371					0.00407331	0.00405457	1	1	4.083	3.44456	0.247511	0.220975	0	0	250	0.945021	0.951841	0.964273	0.964273	3.99606	3.72938	4.05361	3.76581	216.859	216.692					0	0.0317695	0.0410113	0	0	0.031984	0.0413191	0				-0.199212	-0.199379			995.927	995.945			2.96676	2.25042			0.25	2.11427	1.95904	0	0	0	0	1.01059	216.859	0.761163	216.692	0.0625		0	0.00751311	0.0104672	0	0	0.00760836	0.0105802	0					0	0.00924179	-0.00924179	0	0	0.00933507	-0.00933507	0	0	0.0317695	0.0410113	0	0	0.031984	0.0413191	0	0.00924179	-0.00924179	0.00933507	-0.00933507										0.128143	0.04639	0.064392	0.0873941	0.064657	0.0464958	0.064657	0.0464958	0.064392	0.04639	0.064657	0.0464958
0.875		0.00218325	0.00204123	0.00216729	0.00203258	2.18325	2.04123	2.16729	2.03258	0.0117774	0.00860158	0.0118371	0.00862645	4.97888	4.97888	4.979	4.979	0.128023	0.0874181	0.127733	0.0873014	5.1069	5.0663	5.10673	5.0663					0.00422448	0.00419987	1	1	4.40174	3.76042	0.259609	0.234975	0	0	250	0.937581	0.94508	0.959894	0.959894	4.09395	3.85825	4.16073	3.90212	203.437	203.272					0	0.0371051	0.0476953	0	0	0.037392	0.0481196	0				-0.199129	-0.199295			995.776	995.8			3.25298	2.48495			0.25	2.18325	2.04123	0	0	0	0	1.14273	203.437	0.883603	203.272	0.0625		0	0.00849765	0.011683	0	0	0.00862645	0.0118371	0					0	0.0105902	-0.0105902	0	0	0.0107276	-0.0107276	0	0	0.0371051	0.0476953	0	0	0.037392	0.0481196	0	0.0105902	-0.0105902	0.0107276	-0.0107276										0.147042	0.0526831	0.0721347	0.1022	0.0725063	0.05284	0.0725063	0.05284	0.0721347	0.0526831	0.0725063	0.05284
0.9375		0.00224723	0.00211607	0.00222708	0.00210467	2.24723	2.11607	2.22708	2.10467	0.0130527	0.00965722	0.0131336	0.00969265	4.97818	4.97818	4.97834	4.97834	0.146022	0.101731	0.145615	0.101557	5.12421	5.07991	5.12396	5.0799					0.0043633	0.00433175	1	1	4.72158	4.07706	0.270923	0.248017	0	0	250	0.929867	0.938014	0.955366	0.955366	4.17924	3.96981	4.25536	4.02146	190.859	190.695					0	0.0427985	0.0547165	0	0	0.0431727	0.0552839	0				-0.199047	-0.199212			995.637	995.668			3.54561	2.72917			0.25	2.24723	2.11607	0	0	0	0	1.27919	190.859	1.01118	190.695	0.0625		0	0.00952252	0.0129288	0	0	0.00969265	0.0131336	0					0	0.011918	-0.011918	0	0	0.0121112	-0.0121112	0	0	0.0427985	0.0547165	0	0	0.0431727	0.0552839	0	0.011918	-0.011918	0.0121112	-0.0121112										0.166979	0.0592898	0.0801359	0.118109	0.0806426	0.0595144	0.0806426	0.0595144	0.0801359	0.0592898	0.0806426	0.0595144
1		0.00230703	0.00218471	0.00228213	0.00217006	2.30703	2.18471	2.28213	2.17006	0.014355	0.0107501	0.0144621	0.0107991	4.97754	4.97754	4.97774	4.97774	0.164843	0.116902	0.164287	0.116652	5.14238	5.09444	5.14203	5.09439					0.00449174	0.00445219	1	1	5.04259	4.39456	0.281529	0.260193	0	0	250	0.921942	0.930703	0.950722	0.950722	4.2539	4.06663	4.33934	4.12626	179.071	178.909					0	0.0488128	0.0620287	0	0	0.04929	0.0627674	0				-0.198966	-0.199129			995.508	995.548			3.8427	2.98096			0.25	2.30703	2.18471	0	0	0	0	1.41964	179.071	1.14343	178.909	0.0625		0	0.0105791	0.0141961	0	0	0.0107991	0.0144621	0					0	0.013216	-0.013216	0	0	0.0134774	-0.0134774	0	0	0.0488128	0.0620287	0	0	0.04929	0.0627674	0	0.013216	-0.013216	0.0134774	-0.0134774										0.187838	0.0661619	0.0883477	0.135021	0.0890214	0.066474	0.0890214	0.066474	0.0883477	0.0661619	0.0890214	0.066474
1.0625		0.00236339	0.00224812	0.00233314	0.00222973	2.36339	2.24812	2.33314	2.22973	0.0156769	0.0118726	0.0158156	0.0119386	4.97694	4.97694	4.97719	4.97719	0.184399	0.13284	0.183658	0.132491	5.16134	5.10978	5.16084	5.10968					0.00461151	0.00456287	1	1	5.36482	4.71296	0.291497	0.271587	0	0	250	0.913865	0.923202	0.945991	0.945991	4.31963	4.15094	4.41425	4.21861	168.023	167.863					0	0.0551118	0.0695896	0	0	0.0557086	0.070529	0				-0.198887	-0.199046			995.388	995.437			4.14252	3.23841			0.25	2.36339	2.24812	0	0	0	0	1.56383	168.023	1.27998	167.863	0.0625		0	0.0116595	0.0154773	0	0	0.0119386	0.0158156	0					0	0.0144778	-0.0144778	0	0	0.0148204	-0.0148204	0	0	0.0551118	0.0695896	0	0	0.0557086	0.070529	0	0.0144778	-0.0144778	0.0148204	-0.0148204										0.209508	0.0732538	0.0967263	0.152833	0.0976024	0.0736761	0.0976024	0.0736761	0.0967263	0.0732538	0.0976024	0.0736761
1.125		0.0024169	0.00230714	0.00238073	0.0022845	2.4169	2.30714	2.38073	2.2845	0.017012	0.0130175	0.0171879	0.0131041	4.97638	4.97638	4.97667	4.97667	0.204611	0.149457	0.203644	0.148984	5.18099	5.12584	5.18032	5.12566					0.00472404	0.00466522	1	1	5.68831	5.03232	0.300887	0.282272	0	0	250	0.905686	0.915563	0.941197	0.941197	4.3779	4.22467	4.48147	4.30032	157.669	157.512					0	0.0616614	0.0773613	0	0	0.0623948	0.0785314	0				-0.198809	-0.198966			995.276	995.335			4.44356	3.49982			0.25	2.4169	2.30714	0	0	0	0	1.71154	157.669	1.42049	157.512	0.0625		0	0.0127563	0.0167656	0	0	0.0131041	0.0171879	0					0	0.0156999	-0.0156999	0	0	0.0161367	-0.0161367	0	0	0.0616614	0.0773613	0	0	0.0623948	0.0785314	0	0.0156999	-0.0156999	0.0161367	-0.0161367										0.231884	0.080523	0.105232	0.171441	0.106349	0.081081	0.106349	0.081081	0.105232	0.080523	0.106349	0.081081
1.1875		0.00246807	0.00236248	0.00242541	0.00233507	2.46807	2.36248	2.42541	2.33507	0.0183546	0.0141784	0.0185736	0.0142898	4.97585	4.97585	4.9762	4.9762	0.225408	0.166672	0.224171	0.166044	5.20126	5.14252	5.20037	5.14224					0.00483056	0.00476048	1	1	6.0131	5.35268	0.309756	0.292317	0	0	250	0.897451	0.907832	0.936364	0.936364	4.42995	4.28948	4.54214	4.37295	147.966	147.812					0	0.0684303	0.0853104	0	0	0.0693174	0.0867414	0				-0.198732	-0.198886			995.169	995.24			4.74448	3.76366			0.25	2.46807	2.36248	0	0	0	0	1.86259	147.966	1.56468	147.812	0.0625		0	0.0138631	0.0180552	0	0	0.0142898	0.0185736	0					0	0.0168801	-0.0168801	0	0	0.017424	-0.017424	0	0	0.0684303	0.0853104	0	0	0.0693174	0.0867414	0	0.0168801	-0.0168801	0.017424	-0.017424										0.25487	0.0879309	0.113831	0.190746	0.115228	0.0886523	0.115228	0.0886523	0.113831	0.0879309	0.115228	0.0886523
