Time	Combined adopter fraction[eu]	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]
0	0	0	0	0	0
0.0625	0.0003125	0.0003125	0	0.0003125	0.0003125
0.125	0.000586081	0.000586044	3.71448e-008	0.000586007	0.000586007
0.1875	0.00113818	0.000825725	0.000312457	0.00113788	0.00113788
0.25	0.00162252	0.00103623	0.000586291	0.00162135	0.00162135
0.3125	0.00204821	0.00122154	0.000826665	0.0020453	0.0020453
0.375	0.00242322	0.00138519	0.00103804	0.0024175	0.0024175
0.4375	0.00275465	0.0015303	0.00122434	0.00274477	0.00274477
0.5	0.00304877	0.0016597	0.00138907	0.00303312	0.00303312
0.5625	0.00331117	0.00177585	0.00153532	0.00328785	0.00328785
0.625	0.0035468	0.00188095	0.00166584	0.0035136	0.0035136
0.6875	0.00375997	0.00197691	0.00178306	0.00371443	0.00371443
0.75	0.00395447	0.00206537	0.0018891	0.0038939	0.0038939
0.8125	0.00413355	0.00214776	0.00198579	0.00405508	0.00405508
0.875	0.00430001	0.00222526	0.00207475	0.00420064	0.00420064
0.9375	0.00445622	0.0022989	0.00215732	0.0043329	0.0043329
1	0.00460422	0.00236954	0.00223468	0.00445384	0.00445384
1.0625	0.00474569	0.00243787	0.00230781	0.00456518	0.00456518
1.125	0.00488206	0.0025045	0.00237756	0.00466837	0.00466837
1.1875	0.00501452	0.00256991	0.0024446	0.00476468	0.00476468
1.25	0.00514405	0.00263451	0.00250955	0.00485519	0.00485519
1.3125	0.00527149	0.00269862	0.00257288	0.00494083	0.00494083
1.375	0.00539752	0.00276252	0.002635	0.00502239	0.00502239
1.4375	0.00552269	0.00282644	0.00269626	0.00510054	0.00510054
1.5	0.00564749	0.00289055	0.00275693	0.00517587	0.00517587
1.5625	0.00577228	0.00295502	0.00281726	0.00524888	0.00524888
1.625	0.00589739	0.00301996	0.00287743	0.00531998	0.00531998
1.6875	0.0060231	0.00308549	0.00293761	0.00538955	0.00538955
1.75	0.00614961	0.00315167	0.00299794	0.00545788	0.00545788
1.8125	0.00627712	0.0032186	0.00305852	0.00552526	0.00552526
1.875	0.00640577	0.00328632	0.00311945	0.00559191	0.00559191
1.9375	0.00653569	0.00335489	0.00318081	0.00565803	0.00565803
2	0.00666701	0.00342435	0.00324266	0.00572378	0.00572378
2.0625	0.0067998	0.00349474	0.00330506	0.00578932	0.00578932
2.125	0.00693415	0.00356609	0.00336806	0.00585476	0.00585476
2.1875	0.00707014	0.00363845	0.0034317	0.00592022	0.00592022
2.25	0.00720783	0.00371182	0.00349601	0.0059858	0.0059858
2.3125	0.00734728	0.00378625	0.00356103	0.00605156	0.00605156
2.375	0.00748855	0.00386176	0.00362679	0.0061176	0.0061176
2.4375	0.00763168	0.00393837	0.00369331	0.00618396	0.00618396
2.5	0.00777672	0.00401611	0.00376061	0.00625071	0.00625071
2.5625	0.00792374	0.00409501	0.00382873	0.00631791	0.00631791
2.625	0.00807277	0.00417509	0.00389768	0.00638559	0.00638559
2.6875	0.00822387	0.00425638	0.00396749	0.0064538	0.0064538
2.75	0.00837709	0.00433892	0.00403818	0.00652258	0.00652258
2.8125	0.00853249	0.00442272	0.00410977	0.00659198	0.00659198
2.875	0.00869013	0.00450784	0.00418229	0.00666202	0.00666202
2.9375	0.00885006	0.00459429	0.00425577	0.00673274	0.00673274
3	0.00901236	0.00468213	0.00433023	0.00680419	0.00680419
3.0625	0.00917708	0.00477138	0.0044057	0.00687639	0.00687639
3.125	0.00934431	0.0048621	0.00448221	0.00694939	0.00694939
3.1875	0.00951413	0.00495433	0.0045598	0.00702322	0.00702322
3.25	0.00968661	0.00504812	0.00463849	0.00709792	0.00709792
3.3125	0.00986185	0.00514352	0.00471834	0.00717353	0.00717353
