Time	Combined adopter fraction[eu]	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]
5.1875	0.411553	0.350846	0.0607074	0.247626	0.0381947
5.25	0.461421	0.399992	0.0614292	0.289291	0.0391776
5.3125	0.515415	0.453601	0.0618141	0.336953	0.0399971
5.375	0.572396	0.510549	0.0618469	0.390378	0.0406312
5.4375	0.630718	0.569193	0.0615256	0.448772	0.0410633
5.5	0.688368	0.627505	0.0608623	0.510703	0.0412828
5.5625	0.743224	0.683342	0.0598813	0.57415	0.0412856
5.625	0.793361	0.734729	0.0586313	0.636661	0.0410868
5.6875	0.837367	0.780186	0.0571804	0.695708	0.0407217
5.75	0.874549	0.818959	0.0555894	0.749182	0.0402235
5.8125	0.904907	0.850994	0.0539124	0.795688	0.0396239
5.875	0.928966	0.876769	0.0521962	0.834659	0.0389537
5.9375	0.947564	0.897081	0.0504825	0.866264	0.0382434
6	0.961651	0.912841	0.0488093	0.891192	0.0375251
6.0625	0.97215	0.924936	0.0472143	0.910401	0.0368345
6.125	0.979875	0.934135	0.0457404	0.924904	0.0362162
6.1875	0.985511	0.941122	0.0443887	0.935718	0.0356696
6.25	0.989596	0.946441	0.0431545	0.943714	0.0351887
6.3125	0.992544	0.950511	0.042033	0.949594	0.0347688
6.375	0.994664	0.953645	0.0410192	0.953902	0.0344057
6.4375	0.996184	0.956076	0.0401081	0.95705	0.0340959
6.5	0.997273	0.957978	0.039295	0.959346	0.0338367
6.5625	0.998052	0.959476	0.0385753	0.961016	0.0336255
6.625	0.998608	0.960663	0.0379446	0.962224	0.0334605
6.6875	0.999005	0.961606	0.0373987	0.96309	0.03334
6.75	0.999288	0.962355	0.0369337	0.963699	0.0332628
6.8125	0.999491	0.962945	0.0365461	0.964114	0.0332276
6.875	0.999635	0.963403	0.0362323	0.964379	0.0332338
6.9375	0.999738	0.963749	0.0359895	0.964525	0.0332806
7	0.999812	0.963997	0.0358147	0.964576	0.0333675
7.0625	0.999865	0.964159	0.0357054	0.964548	0.0334943
7.125	0.999902	0.964243	0.0356594	0.964451	0.0336607
7.1875	0.999929	0.964254	0.0356746	0.964295	0.0338667
7.25	0.999948	0.964199	0.0357492	0.964085	0.0341123
7.3125	0.999962	0.964081	0.0358817	0.963825	0.0343978
7.375	0.999972	0.963901	0.0360708	0.963517	0.0347235
7.4375	0.999979	0.963664	0.0363155	0.963164	0.0350897
7.5	0.999985	0.96337	0.0366149	0.962765	0.0354971
7.5625	0.999988	0.96302	0.0369685	0.962322	0.0359465
7.625	0.999991	0.962615	0.0373759	0.961834	0.0364385
7.6875	0.999993	0.962156	0.037837	0.9613	0.0369741
7.75	0.999995	0.961643	0.038352	0.960721	0.0375545
7.8125	0.999996	0.961074	0.0389211	0.960096	0.0381809
7.875	0.999996	0.960451	0.039545	0.959422	0.0388545
7.9375	0.999997	0.959773	0.0402243	0.958699	0.0395769
8	0.999997	0.959037	0.04096	0.957925	0.0403498
8.0625	0.999998	0.958244	0.0417535	0.957099	0.041175
8.125	0.999998	0.957392	0.0426062	0.956218	0.0420544
8.1875	0.999998	0.956479	0.0435197	0.95528	0.0429904
8.25	0.999999	0.955502	0.0444962	0.954283	0.0439852
8.3125	0.999999	0.954461	0.0455377	0.953225	0.0450415
8.375	0.999999	0.953352	0.0466469	0.952102	0.0461621
8.4375	0.999999	0.952172	0.0478266	0.950911	0.0473502
8.5	0.999999	0.950919	0.0490799	0.949649	0.0486092
8.5625	0.999999	0.949589	0.0504102	0.948313	0.0499428
8.625	0.999999	0.948178	0.0518214	0.946898	0.0513549
8.6875	0.999999	0.946681	0.0533179	0.945399	0.0528501
8.75	0.999999	0.945095	0.0549041	0.943812	0.0544331
8.8125	0.999999	0.943414	0.0565852	0.942133	0.0561091
8.875	0.999999	0.941632	0.0583669	0.940354	0.0578839
8.9375	0.999999	0.939744	0.0602552	0.93847	0.0597637
9	0.999999	0.937742	0.0622569	0.936474	0.0617552
9.0625	0.999999	0.93562	0.0643794	0.934359	0.0638659
9.125	0.999999	0.933369	0.0666307	0.932116	0.066104
9.1875	0.999999	0.93098	0.0690197	0.929736	0.0684781
9.25	0.999999	0.928443	0.071556	0.927211	0.070998
9.3125	0.999999	0.925749	0.0742502	0.924529	0.0736743
9.375	0.999999	0.922886	0.0771139	0.921679	0.0765185
9.4375	1	0.91984	0.0801596	0.918648	0.0795433
9.5	1	0.916598	0.0834013	0.915422	0.0827623
9.5625	1	0.913146	0.086854	0.911986	0.0861907
9.625	1	0.909465	0.0905343	0.908325	0.089845
9.6875	1	0.905539	0.0944601	0.904419	0.0937431
9.75	1	0.901348	0.0986513	0.900249	0.0979046
9.8125	1	0.896871	0.103129	0.895794	0.102351
9.875	1	0.892083	0.107917	0.891031	0.107105
9.9375	1	0.88696	0.11304	0.885934	0.112192
10	1	0.881475	0.118525	0.880477	0.11764
10.0625	1	0.875597	0.124402	0.874629	0.123478
10.125	1	0.869296	0.130703	0.86836	0.129737
10.1875	1	0.862538	0.137461	0.861635	0.13645
10.25	1	0.855287	0.144712	0.854419	0.143655
10.3125	1	0.847505	0.152494	0.846675	0.151388
10.375	1	0.839154	0.160846	0.838363	0.15969
10.4375	1	0.830191	0.169808	0.829442	0.168599
10.5	1	0.820578	0.179422	0.819872	0.178159
10.5625	1	0.810272	0.189727	0.809612	0.188409
10.625	1	0.799236	0.200764	0.798623	0.199389
10.6875	1	0.787431	0.212569	0.786866	0.211138
10.75	1	0.774825	0.225175	0.774311	0.223688
10.8125	1	0.761391	0.238609	0.760928	0.237067
10.875	1	0.747109	0.25289	0.746699	0.251296
10.9375	1	0.731971	0.268029	0.731613	0.266385
11	1	0.715977	0.284023	0.715671	0.282335
11.0625	1	0.699143	0.300857	0.698888	0.299131
11.125	1	0.681498	0.318502	0.681293	0.316746
11.1875	1	0.663087	0.336913	0.66293	0.335136
11.25	1	0.64397	0.35603	0.643859	0.354241
11.3125	1	0.624223	0.375777	0.624155	0.373988
11.375	1	0.603935	0.396065	0.603906	0.394288
11.4375	1	0.583205	0.416794	0.583213	0.415042
11.5	1	0.562176	0.437824	0.562215	0.436108
11.5625	1	0.540988	0.459012	0.541056	0.457343
11.625	1	0.519776	0.480224	0.519868	0.478612
11.6875	1	0.498664	0.501336	0.498777	0.49979
11.75	1	0.477764	0.522236	0.477895	0.520761
11.8125	1	0.457177	0.542823	0.457322	0.541425
11.875	1	0.436989	0.563011	0.437146	0.561693
11.9375	1	0.417274	0.582726	0.41744	0.581488
12	1	0.398094	0.601906	0.398266	0.600748
12.0625	1	0.379499	0.620501	0.379676	0.619422
12.125	1	0.361527	0.638473	0.361708	0.637467
12.1875	1	0.344211	0.655789	0.344393	0.654854
12.25	1	0.327571	0.672429	0.327754	0.671559
12.3125	1	0.311625	0.688375	0.311807	0.687565
12.375	1	0.296382	0.703618	0.296563	0.702863
12.4375	1	0.28185	0.71815	0.282028	0.717443
12.5	1	0.268033	0.731967	0.268209	0.731303
12.5625	1	0.25491	0.74509	0.255083	0.744463
12.625	1	0.242448	0.757552	0.242618	0.756958
12.6875	1	0.230615	0.769385	0.230781	0.76882
12.75	1	0.21938	0.78062	0.219542	0.78008
12.8125	1	0.208714	0.791286	0.208872	0.790769
12.875	1	0.198589	0.801411	0.198742	0.800914
12.9375	1	0.189826	0.810174	0.189972	0.809698
13	1	0.1844	0.8156	0.18453	0.815152
13.0625	1	0.183491	0.816509	0.183596	0.816097
13.125	1	0.187633	0.812367	0.187705	0.811997
13.1875	1	0.196912	0.803088	0.196948	0.802762
13.25	1	0.211096	0.788904	0.211096	0.788622
13.3125	1	0.229696	0.770304	0.229663	0.770062
13.375	1	0.252022	0.747978	0.251961	0.747772
13.4375	1	0.277268	0.722732	0.277186	0.722556
13.5	1	0.304609	0.695391	0.304512	0.695241
13.5625	1	0.333282	0.666718	0.333175	0.666589
13.625	1	0.362636	0.637364	0.362523	0.637254
13.6875	1	0.392144	0.607856	0.39203	0.607761
13.75	1	0.421402	0.578598	0.421291	0.578516
13.8125	1	0.45011	0.54989	0.450003	0.549819
13.875	1	0.478053	0.521947	0.477952	0.521886
13.9375	1	0.505081	0.494919	0.504988	0.494866
14	1	0.531098	0.468902	0.531013	0.468856
14.0625	1	0.556044	0.443956	0.555968	0.443915
14.125	1	0.579889	0.420111	0.579821	0.420075
14.1875	1	0.602624	0.397376	0.602563	0.397345
14.25	1	0.624254	0.375746	0.6242	0.375719
14.3125	1	0.644798	0.355202	0.64475	0.355179
14.375	1	0.664278	0.335722	0.664236	0.335701
14.4375	1	0.682726	0.317274	0.682689	0.317256
14.5	1	0.700175	0.299825	0.700141	0.29981
14.5625	1	0.716661	0.283339	0.71663	0.283326
14.625	1	0.732235	0.267765	0.732206	0.267754
14.6875	1	0.746945	0.253055	0.746918	0.253046
14.75	1	0.760838	0.239162	0.760813	0.239155
14.8125	1	0.773958	0.226042	0.773934	0.226036
14.875	1	0.786347	0.213653	0.786324	0.213648
14.9375	1	0.798045	0.201955	0.798023	0.201951
15	1	0.809071	0.190929	0.809049	0.190926
15.0625	1	0.819402	0.180598	0.819381	0.180596
15.125	1	0.829025	0.170975	0.829005	0.170973
15.1875	1	0.837939	0.162061	0.837919	0.16206
15.25	1	0.846149	0.153851	0.846129	0.15385
15.3125	1	0.853668	0.146332	0.853648	0.146332
15.375	1	0.860515	0.139485	0.860495	0.139486
15.4375	1	0.866711	0.133289	0.866692	0.133289
15.5	1	0.872285	0.127715	0.872266	0.127716
15.5625	1	0.877263	0.122737	0.877245	0.122737
15.625	1	0.881677	0.118323	0.881658	0.118324
15.6875	1	0.885555	0.114445	0.885537	0.114446
15.75	1	0.888928	0.111072	0.888911	0.111072
15.8125	1	0.891826	0.108174	0.891809	0.108174
15.875	1	0.894276	0.105724	0.89426	0.105724
15.9375	1	0.896306	0.103694	0.89629	0.103694
16	1	0.897941	0.102059	0.897925	0.102058
16.0625	1	0.899205	0.100795	0.899189	0.100794
16.125	1	0.90012	0.09988	0.900105	0.0998788
16.1875	1	0.900707	0.0992929	0.900692	0.0992914
16.25	1	0.900985	0.0990145	0.900971	0.0990127
16.3125	1	0.900973	0.099027	0.900959	0.0990248
16.375	1	0.900686	0.0993139	0.900673	0.0993114
16.4375	1	0.900145	0.0998551	0.900132	0.0998523
16.5	1	0.899369	0.100631	0.899356	0.100628
16.5625	1	0.898374	0.101626	0.898362	0.101622
16.625	1	0.897176	0.102824	0.897164	0.10282
16.6875	1	0.895788	0.104212	0.895776	0.104208
16.75	1	0.894221	0.105779	0.894209	0.105775
16.8125	1	0.892485	0.107515	0.892474	0.10751
16.875	1	0.890591	0.109409	0.89058	0.109404
16.9375	1	0.888546	0.111454	0.888535	0.111449
17	1	0.886358	0.113642	0.886347	0.113636
17.0625	1	0.884035	0.115965	0.884024	0.115959
17.125	1	0.881583	0.118417	0.881572	0.118411
17.1875	1	0.879008	0.120992	0.878998	0.120986
17.25	1	0.876315	0.123685	0.876306	0.123678
17.3125	1	0.873512	0.126488	0.873502	0.126482
17.375	1	0.870601	0.129399	0.870592	0.129392
17.4375	1	0.867589	0.132411	0.86758	0.132404
17.5	1	0.864479	0.135521	0.86447	0.135514
17.5625	1	0.861276	0.138724	0.861268	0.138716
17.625	1	0.857985	0.142015	0.857976	0.142007
17.6875	1	0.854608	0.145392	0.8546	0.145384
17.75	1	0.85115	0.14885	0.851142	0.148841
17.8125	1	0.847615	0.152385	0.847606	0.152377
17.875	1	0.844005	0.155995	0.843996	0.155987
17.9375	1	0.840323	0.159677	0.840315	0.159668
18	1	0.836574	0.163426	0.836566	0.163417
18.0625	1	0.83276	0.16724	0.832752	0.167231
18.125	1	0.828883	0.171117	0.828875	0.171108
18.1875	1	0.824946	0.175054	0.824938	0.175044
18.25	1	0.820952	0.179048	0.820945	0.179038
18.3125	1	0.816903	0.183097	0.816896	0.183087
18.375	1	0.812802	0.187198	0.812795	0.187188
18.4375	1	0.80865	0.19135	0.808643	0.19134
18.5	1	0.804449	0.195551	0.804442	0.19554
18.5625	1	0.800202	0.199798	0.800195	0.199788
18.625	1	0.795909	0.204091	0.795902	0.20408
18.6875	1	0.791573	0.208427	0.791566	0.208416
18.75	1	0.787195	0.212805	0.787189	0.212794
18.8125	1	0.782777	0.217223	0.78277	0.217212
18.875	1	0.778319	0.221681	0.778312	0.22167
18.9375	1	0.773823	0.226177	0.773816	0.226166
19	1	0.769289	0.230711	0.769283	0.230699
19.0625	1	0.76472	0.23528	0.764713	0.235268
19.125	1	0.760115	0.239885	0.760109	0.239873
19.1875	1	0.755475	0.244525	0.755469	0.244513
19.25	1	0.750802	0.249198	0.750795	0.249186
19.3125	1	0.746095	0.253905	0.746088	0.253893
19.375	1	0.741355	0.258645	0.741349	0.258633
19.4375	1	0.736582	0.263418	0.736576	0.263405
19.5	1	0.731777	0.268223	0.731771	0.26821
19.5625	1	0.726942	0.273058	0.726936	0.273045
19.625	1	0.722078	0.277922	0.722072	0.277909
19.6875	1	0.717185	0.282815	0.71718	0.282801
19.75	1	0.712267	0.287733	0.712261	0.28772
19.8125	1	0.707323	0.292677	0.707317	0.292664
19.875	1	0.702355	0.297645	0.702349	0.297631
19.9375	1	0.697365	0.302635	0.697359	0.302622
20	1	0.692352	0.307648	0.692347	0.307634
20.0625	1	0.687319	0.312681	0.687314	0.312667
20.125	1	0.682267	0.317733	0.682261	0.317719
20.1875	1	0.677196	0.322804	0.67719	0.32279
20.25	1	0.672107	0.327893	0.672102	0.327879
20.3125	1	0.667002	0.332998	0.666997	0.332984
20.375	1	0.661882	0.338118	0.661876	0.338104
20.4375	1	0.656747	0.343253	0.656741	0.343239
20.5	1	0.651598	0.348402	0.651592	0.348388
20.5625	1	0.646437	0.353563	0.646432	0.353549
20.625	1	0.641265	0.358735	0.64126	0.358721
20.6875	1	0.636083	0.363917	0.636077	0.363903
20.75	1	0.630892	0.369108	0.630886	0.369094
20.8125	1	0.625693	0.374307	0.625687	0.374293
20.875	1	0.620487	0.379513	0.620482	0.379498
20.9375	1	0.615277	0.384723	0.615271	0.384709
21	1	0.610063	0.389937	0.610057	0.389923
21.0625	1	0.604846	0.395154	0.604841	0.395139
21.125	1	0.599629	0.400371	0.599623	0.400357
21.1875	1	0.594412	0.405588	0.594407	0.405573
21.25	1	0.589198	0.410802	0.589193	0.410787
21.3125	1	0.583989	0.416011	0.583983	0.415997
21.375	1	0.578785	0.421215	0.578779	0.421201
21.4375	1	0.573589	0.426411	0.573583	0.426397
21.5	1	0.568403	0.431597	0.568398	0.431583
21.5625	1	0.56323	0.43677	0.563224	0.436756
21.625	1	0.55807	0.44193	0.558065	0.441916
21.6875	1	0.552928	0.447072	0.552922	0.447058
21.75	1	0.547804	0.452196	0.547799	0.452182
21.8125	1	0.542702	0.457298	0.542697	0.457284
21.875	1	0.537625	0.462375	0.537619	0.462361
21.9375	1	0.532575	0.467425	0.532569	0.467412
22	1	0.527554	0.472446	0.527548	0.472432
22.0625	1	0.522567	0.477433	0.522561	0.477419
22.125	1	0.517616	0.482384	0.51761	0.48237
22.1875	1	0.512705	0.487295	0.512699	0.487282
22.25	1	0.507837	0.492163	0.507831	0.49215
22.3125	1	0.503016	0.496984	0.50301	0.496971
22.375	1	0.498246	0.501754	0.49824	0.501741
22.4375	1	0.49353	0.50647	0.493524	0.506457
22.5	1	0.488874	0.511127	0.488867	0.511114
22.5625	1	0.48428	0.51572	0.484274	0.515707
22.625	1	0.479756	0.520244	0.47975	0.520232
22.6875	1	0.475304	0.524696	0.475298	0.524684
22.75	1	0.470931	0.529069	0.470924	0.529057
22.8125	1	0.466641	0.533359	0.466635	0.533347
22.875	1	0.462438	0.537562	0.462432	0.537549
22.9375	1	0.458321	0.541679	0.458315	0.541667
23	1	0.454288	0.545712	0.454282	0.5457
23.0625	1	0.450338	0.549662	0.450331	0.54965
23.125	1	0.446468	0.553532	0.446462	0.55352
23.1875	1	0.442678	0.557322	0.442672	0.55731
23.25	1	0.438966	0.561034	0.438959	0.561022
23.3125	1	0.43533	0.56467	0.435324	0.564658
23.375	1	0.43177	0.56823	0.431763	0.568219
23.4375	1	0.428282	0.571718	0.428276	0.571706
23.5	1	0.424867	0.575133	0.424861	0.575122
23.5625	1	0.421523	0.578477	0.421516	0.578466
23.625	1	0.418248	0.581752	0.418241	0.581741
23.6875	1	0.41504	0.58496	0.415033	0.584949
23.75	1	0.4119	0.5881	0.411893	0.58809
23.8125	1	0.408824	0.591176	0.408817	0.591165
23.875	1	0.405812	0.594188	0.405805	0.594177
23.9375	1	0.402863	0.597137	0.402856	0.597127
24	1	0.399975	0.600025	0.399968	0.600015
24.0625	1	0.397147	0.602853	0.39714	0.602843
24.125	1	0.394378	0.605622	0.39437	0.605612
24.1875	1	0.391666	0.608334	0.391659	0.608324
24.25	1	0.38901	0.61099	0.389003	0.61098
24.3125	1	0.386426	0.613574	0.386419	0.613564
24.375	1	0.384017	0.615983	0.38401	0.615973
24.4375	1	0.381882	0.618118	0.381875	0.618108
24.5	1	0.380112	0.619888	0.380105	0.619878
24.5625	1	0.37879	0.62121	0.378782	0.621201
24.625	1	0.377987	0.622014	0.377979	0.622004
24.6875	1	0.377765	0.622235	0.377757	0.622226
24.75	1	0.378176	0.621824	0.378168	0.621815
24.8125	1	0.37926	0.62074	0.379252	0.620732
24.875	1	0.381044	0.618956	0.381036	0.618948
24.9375	1	0.383546	0.616454	0.383538	0.616446
25	1	0.386774	0.613226	0.386766	0.613218
25.0625	1	0.390724	0.609276	0.390715	0.609269
25.125	1	0.395384	0.604616	0.395375	0.604609
25.1875	1	0.400731	0.599269	0.400722	0.599262
25.25	1	0.406738	0.593262	0.406729	0.593256
25.3125	1	0.413367	0.586633	0.413358	0.586627
25.375	1	0.420576	0.579424	0.420567	0.579419
25.4375	1	0.428317	0.571683	0.428308	0.571678
25.5	1	0.436539	0.563461	0.436529	0.563456
25.5625	1	0.445186	0.554814	0.445176	0.55481
25.625	1	0.454201	0.545799	0.454191	0.545795
25.6875	1	0.463525	0.536475	0.463515	0.536471
25.75	1	0.473099	0.526901	0.473089	0.526897
25.8125	1	0.482863	0.517137	0.482854	0.517133
25.875	1	0.49276	0.50724	0.492751	0.507237
25.9375	1	0.502731	0.497269	0.502721	0.497266
26	1	0.51272	0.48728	0.51271	0.487277
26.0625	1	0.522672	0.477328	0.522663	0.477325
26.125	1	0.532534	0.467466	0.532525	0.467464
26.1875	1	0.542254	0.457746	0.542245	0.457744
26.25	1	0.551781	0.448219	0.551772	0.448217
26.3125	1	0.561068	0.438932	0.561059	0.43893
26.375	1	0.570117	0.429883	0.570109	0.42988
26.4375	1	0.578934	0.421066	0.578926	0.421063
26.5	1	0.587523	0.412477	0.587515	0.412475
26.5625	1	0.595887	0.404113	0.595879	0.404111
26.625	1	0.604031	0.395969	0.604023	0.395967
26.6875	1	0.61196	0.38804	0.611952	0.388038
26.75	1	0.619677	0.380323	0.61967	0.38032
26.8125	1	0.627189	0.372811	0.627182	0.372809
26.875	1	0.634499	0.365501	0.634492	0.365499
26.9375	1	0.641613	0.358387	0.641605	0.358385
27	1	0.648534	0.351466	0.648527	0.351464
27.0625	1	0.655268	0.344732	0.655261	0.34473
27.125	1	0.661819	0.338181	0.661812	0.338179
27.1875	1	0.668191	0.331809	0.668185	0.331806
27.25	1	0.674389	0.325611	0.674382	0.325609
27.3125	1	0.680384	0.319616	0.680378	0.319614
27.375	1	0.686151	0.313849	0.686144	0.313847
27.4375	1	0.691665	0.308335	0.691658	0.308333
27.5	1	0.696905	0.303095	0.696899	0.303093
27.5625	1	0.701851	0.298149	0.701845	0.298146
27.625	1	0.706487	0.293513	0.706481	0.29351
27.6875	1	0.710799	0.289202	0.710793	0.289199
27.75	1	0.714772	0.285228	0.714767	0.285225
27.8125	1	0.718399	0.281601	0.718393	0.281598
27.875	1	0.721671	0.278329	0.721666	0.278326
27.9375	1	0.724583	0.275417	0.724577	0.275415
28	1	0.72713	0.27287	0.727125	0.272867
28.0625	1	0.729312	0.270688	0.729307	0.270685
28.125	1	0.731128	0.268872	0.731123	0.268869
28.1875	1	0.73258	0.26742	0.732575	0.267417
28.25	1	0.73367	0.26633	0.733666	0.266327
28.3125	1	0.734403	0.265597	0.734398	0.265594
28.375	1	0.734783	0.265217	0.734779	0.265214
28.4375	1	0.734817	0.265183	0.734813	0.26518
28.5	1	0.734512	0.265488	0.734508	0.265485
28.5625	1	0.733875	0.266125	0.733871	0.266122
28.625	1	0.732915	0.267085	0.732911	0.267082
28.6875	1	0.73164	0.26836	0.731636	0.268357
28.75	1	0.730059	0.269941	0.730056	0.269937
28.8125	1	0.728183	0.271817	0.72818	0.271813
28.875	1	0.726021	0.273979	0.726018	0.273975
28.9375	1	0.723584	0.276416	0.72358	0.276412
29	1	0.720881	0.279119	0.720878	0.279115
29.0625	1	0.717924	0.282076	0.71792	0.282072
29.125	1	0.714722	0.285278	0.714719	0.285274
29.1875	1	0.711288	0.288712	0.711285	0.288708
29.25	1	0.707631	0.292369	0.707628	0.292365
29.3125	1	0.703762	0.296238	0.70376	0.296233
29.375	1	0.699694	0.300306	0.699691	0.300302
29.4375	1	0.695435	0.304565	0.695433	0.30456
29.5	1	0.690998	0.309002	0.690996	0.308997
29.5625	1	0.686393	0.313607	0.68639	0.313602
29.625	1	0.68163	0.31837	0.681628	0.318365
29.6875	1	0.676721	0.323279	0.676718	0.323274
29.75	1	0.671675	0.328325	0.671672	0.328321
29.8125	1	0.666502	0.333498	0.6665	0.333493
29.875	1	0.661213	0.338787	0.661211	0.338782
29.9375	1	0.655818	0.344182	0.655816	0.344177
30	1	0.650325	0.349675	0.650323	0.34967
